iteration,time,cargo_id,strict_coverage,legacy_coverage,min_signed_clearance,max_penetration,agents_inside,contacts,net_force_x,net_force_y,net_torque
261,13.0500,cargo_0,0.981250,0.981250,0.103906,0.026094,0,2,0.861546,24.853699,1.126109
262,13.1000,cargo_0,0.975000,0.975000,0.097782,0.032218,0,3,7.779804,31.847734,6.254144
263,13.1500,cargo_0,0.975000,0.975000,0.098923,0.031077,0,3,-5.024557,30.585977,-1.949061
264,13.2000,cargo_0,0.981250,0.981250,0.100812,0.029188,0,3,4.374721,28.879403,4.050791
265,13.2500,cargo_0,0.981250,0.981250,0.102100,0.027900,0,3,7.142194,28.883937,5.977472
266,13.3000,cargo_0,0.981250,0.981250,0.103573,0.026427,0,3,1.009514,28.700683,2.636811
267,13.3500,cargo_0,0.987500,0.987500,0.105452,0.024548,0,3,1.388158,29.850750,4.969556
268,13.4000,cargo_0,0.987500,0.987500,0.105654,0.024346,0,3,-2.811281,26.522645,-0.694552
269,13.4500,cargo_0,0.987500,0.987500,0.105948,0.024052,0,3,2.410010,26.755330,4.417000
270,13.5000,cargo_0,0.975000,0.975000,0.113304,0.016696,0,3,0.326011,13.246293,5.397909
271,13.5500,cargo_0,0.968750,0.968750,0.106446,0.023554,0,3,0.935131,25.757819,5.657512
272,13.6000,cargo_0,0.968750,0.968750,0.104073,0.025927,0,3,4.911693,28.333398,9.304091
273,13.6500,cargo_0,0.956250,0.956250,0.107955,0.022045,0,3,3.124432,19.837794,3.972340
274,13.7000,cargo_0,0.943750,0.943750,0.111930,0.018070,0,3,-0.719529,13.866085,5.970465
275,13.7500,cargo_0,0.943750,0.943750,0.113301,0.016699,0,3,-2.378170,14.332363,4.629221
276,13.8000,cargo_0,0.943750,0.943750,0.110970,0.019030,0,3,2.966858,20.319773,8.839588
277,13.8500,cargo_0,0.956250,0.956250,0.110091,0.019909,0,3,-0.574276,21.160358,6.533451
278,13.9000,cargo_0,0.962500,0.962500,0.108966,0.021034,0,3,-2.773053,20.735686,3.250236
279,13.9500,cargo_0,0.968750,0.968750,0.108160,0.021840,0,3,-3.606308,18.773709,-0.484450
280,14.0000,cargo_0,0.975000,0.975000,0.107406,0.022594,0,3,-2.171390,20.763866,2.093329
281,14.0500,cargo_0,0.975000,0.975000,0.106499,0.023501,0,3,-7.352249,20.190073,-3.110436
282,14.1000,cargo_0,0.975000,0.975000,0.098905,0.031095,0,3,-3.769386,25.149853,0.645196
283,14.1500,cargo_0,0.987500,0.987500,0.107390,0.022610,0,3,-7.671606,15.379737,-6.441305
284,14.2000,cargo_0,0.987500,0.987500,0.106103,0.023897,0,3,-1.462741,18.607243,4.556531
285,14.2500,cargo_0,0.987500,0.987500,0.104778,0.025222,0,2,-3.607162,14.011568,-1.185355
286,14.3000,cargo_0,0.981250,0.981250,0.103790,0.026210,0,2,-3.979371,17.765217,2.211638
287,14.3500,cargo_0,0.987500,0.987500,0.102996,0.027004,0,3,-5.227834,23.511082,4.138908
288,14.4000,cargo_0,0.993750,0.993750,0.102103,0.027897,0,3,-7.975352,22.922902,1.924611
289,14.4500,cargo_0,0.993750,0.993750,0.101571,0.028429,0,3,-12.720542,24.479915,-1.251591
290,14.5000,cargo_0,0.993750,0.993750,0.101120,0.028880,0,3,-10.586665,20.866327,-4.951121
291,14.5500,cargo_0,0.993750,0.993750,0.101147,0.028853,0,3,-10.998548,24.997599,-0.857213
292,14.6000,cargo_0,0.993750,0.993750,0.098704,0.031296,0,3,-1.116476,23.425853,2.619066
293,14.6500,cargo_0,0.993750,0.993750,0.098958,0.031042,0,3,-5.737925,26.094208,2.598120
294,14.7000,cargo_0,0.993750,0.993750,0.098475,0.031525,0,3,-8.638417,19.573590,-5.986193
295,14.7500,cargo_0,0.993750,0.993750,0.095408,0.034592,0,3,-1.205120,31.484000,1.533833
296,14.8000,cargo_0,0.993750,0.993750,0.098005,0.031995,0,3,-6.428483,28.676343,-2.775028
297,14.8500,cargo_0,0.993750,0.993750,0.100331,0.029669,0,3,-0.197916,30.540544,4.873763
298,14.9000,cargo_0,0.993750,0.993750,0.103493,0.026507,0,3,1.945390,26.725794,3.600724
299,14.9500,cargo_0,1.000000,1.000000,0.102612,0.027388,0,3,-5.817554,31.823116,-0.131257
300,15.0000,cargo_0,1.000000,1.000000,0.106231,0.023769,0,3,-3.687867,27.444979,2.475619
301,15.0500,cargo_0,1.000000,1.000000,0.107108,0.022892,0,3,0.577918,22.280356,2.577011
302,15.1000,cargo_0,1.000000,1.000000,0.107490,0.022510,0,2,2.518461,26.687080,6.125336
303,15.1500,cargo_0,1.000000,1.000000,0.109079,0.020921,0,3,-6.135024,21.822299,-2.291765
304,15.2000,cargo_0,1.000000,1.000000,0.106849,0.023151,0,3,-5.561529,27.367498,0.765623
305,15.2500,cargo_0,1.000000,1.000000,0.105574,0.024426,0,3,-0.482338,29.300384,4.015009
306,15.3000,cargo_0,1.000000,1.000000,0.105212,0.024788,0,3,-3.535974,27.842592,0.190378
307,15.3500,cargo_0,1.000000,1.000000,0.105695,0.024305,0,3,-2.843132,29.788425,2.563757
308,15.4000,cargo_0,1.000000,1.000000,0.107212,0.022788,0,3,-5.122516,28.331556,1.022607
309,15.4500,cargo_0,1.000000,1.000000,0.107391,0.022609,0,3,-2.256564,25.872655,0.593743
310,15.5000,cargo_0,1.000000,1.000000,0.106238,0.023762,0,3,-7.716158,25.929628,-3.013881
311,15.5500,cargo_0,1.000000,1.000000,0.106247,0.023753,0,3,0.972501,25.579016,3.644960
312,15.6000,cargo_0,1.000000,1.000000,0.111828,0.018172,0,3,6.184033,20.506157,9.539581
313,15.6500,cargo_0,0.987500,0.987500,0.108595,0.021405,0,3,0.451188,26.911510,5.871787
314,15.7000,cargo_0,0.987500,0.987500,0.105040,0.024960,0,3,6.921490,31.292971,12.612240
315,15.7500,cargo_0,0.987500,0.987500,0.102059,0.027941,0,3,2.501907,30.596023,7.537141
316,15.8000,cargo_0,0.987500,0.987500,0.103606,0.026394,0,3,-5.520135,28.247694,1.169136
317,15.8500,cargo_0,0.993750,0.993750,0.104278,0.025722,0,3,3.042900,26.775749,7.227907
318,15.9000,cargo_0,0.993750,0.993750,0.103500,0.026500,0,3,-3.928799,25.857672,2.144433
319,15.9500,cargo_0,0.993750,0.993750,0.103388,0.026612,0,3,2.104277,25.632286,6.222396
320,16.0000,cargo_0,0.987500,0.987500,0.102316,0.027684,0,3,-3.206380,26.000009,2.179181
321,16.0500,cargo_0,0.987500,0.987500,0.100382,0.029618,0,3,0.988812,27.792712,5.860981
322,16.1000,cargo_0,0.981250,0.981250,0.100336,0.029664,0,3,-9.080097,27.875941,-1.269913
323,16.1500,cargo_0,0.981250,0.981250,0.101370,0.028630,0,3,-7.264415,28.434884,-0.414119
324,16.2000,cargo_0,0.981250,0.981250,0.103501,0.026499,0,3,-1.859353,28.404951,3.439109
325,16.2500,cargo_0,0.981250,0.981250,0.104355,0.025645,0,3,-7.169784,26.799652,-0.152350
326,16.3000,cargo_0,0.981250,0.981250,0.104723,0.025277,0,3,-8.842146,25.743598,-1.477608
327,16.3500,cargo_0,0.981250,0.981250,0.105244,0.024756,0,2,-4.299997,26.661822,2.655132
328,16.4000,cargo_0,0.981250,0.981250,0.106014,0.023986,0,2,-0.501311,24.601470,4.979966
329,16.4500,cargo_0,0.981250,0.981250,0.104677,0.025323,0,2,0.439688,26.301992,5.959706
330,16.5000,cargo_0,0.975000,0.975000,0.103292,0.026708,0,2,1.003885,28.577550,6.687241
331,16.5500,cargo_0,0.975000,0.975000,0.103437,0.026563,0,3,-1.648379,31.034311,5.254440
332,16.6000,cargo_0,0.975000,0.975000,0.105584,0.024416,0,3,2.136034,29.490272,6.554862
333,16.6500,cargo_0,0.975000,0.975000,0.108738,0.021262,0,3,1.972861,27.648716,5.213301
334,16.7000,cargo_0,0.981250,0.981250,0.107564,0.022436,0,3,1.041939,28.826981,4.981777
335,16.7500,cargo_0,0.981250,0.981250,0.108852,0.021148,0,3,-4.043672,25.116235,0.295404
336,16.8000,cargo_0,0.968750,0.968750,0.109790,0.020210,0,3,-0.351611,26.916980,3.611673
337,16.8500,cargo_0,0.968750,0.968750,0.109184,0.020816,0,3,-2.257165,30.391400,4.278972
338,16.9000,cargo_0,0.962500,0.962500,0.108727,0.021273,0,3,-7.103166,29.027949,-1.456757
339,16.9500,cargo_0,0.962500,0.962500,0.109009,0.020991,0,3,-0.673458,32.532030,6.771700
340,17.0000,cargo_0,0.968750,0.968750,0.109388,0.020612,0,3,-4.076157,29.071742,2.455882
341,17.0500,cargo_0,0.968750,0.968750,0.109894,0.020106,0,3,-2.997705,28.011691,3.246490
342,17.1000,cargo_0,0.950000,0.950000,0.112025,0.017975,0,3,-3.781279,15.317706,1.334540
343,17.1500,cargo_0,0.943750,0.943750,0.108481,0.021519,0,3,-5.498352,31.431295,7.433599
344,17.2000,cargo_0,0.937500,0.937500,0.107845,0.022155,0,3,-0.029384,31.540576,10.409958
345,17.2500,cargo_0,0.937500,0.937500,0.109513,0.020487,0,3,-3.742432,30.777303,8.261100
346,17.3000,cargo_0,0.937500,0.937500,0.111404,0.018596,0,2,-7.155403,10.085153,-6.882508
347,17.3500,cargo_0,0.937500,0.937500,0.104968,0.025032,0,3,-1.827181,26.071588,5.303846
348,17.4000,cargo_0,0.931250,0.931250,0.101525,0.028475,0,3,7.223513,25.860986,6.974727
349,17.4500,cargo_0,0.931250,0.931250,0.100045,0.029955,0,3,-1.745859,27.422886,3.096188
350,17.5000,cargo_0,0.931250,0.931250,0.100142,0.029858,0,4,-3.373212,27.627007,3.032172
351,17.5500,cargo_0,0.931250,0.931250,0.099924,0.030076,0,4,-8.063771,27.953046,0.679359
352,17.6000,cargo_0,0.931250,0.931250,0.097290,0.032710,0,4,-2.312665,22.495683,-2.278282
353,17.6500,cargo_0,0.931250,0.931250,0.095394,0.034606,0,4,-6.401512,30.996950,1.274220
354,17.7000,cargo_0,0.937500,0.937500,0.095592,0.034408,0,4,1.536365,32.109135,7.964993
355,17.7500,cargo_0,0.943750,0.943750,0.095995,0.034005,0,4,0.860156,28.837554,4.174513
356,17.8000,cargo_0,0.943750,0.943750,0.096464,0.033536,0,4,-4.512054,29.807050,1.488268
357,17.8500,cargo_0,0.943750,0.943750,0.096160,0.033840,0,4,1.397866,26.671105,1.613083
358,17.9000,cargo_0,0.943750,0.943750,0.095706,0.034294,0,4,-7.563528,25.792073,-3.980441
359,17.9500,cargo_0,0.937500,0.937500,0.095896,0.034104,0,4,-1.045202,26.152724,2.156672
360,18.0000,cargo_0,0.943750,0.943750,0.095338,0.034662,0,4,-6.038684,30.543422,1.959337
361,18.0500,cargo_0,0.950000,0.950000,0.096768,0.033232,0,4,-10.990688,31.760254,-0.813334
362,18.1000,cargo_0,0.943750,0.943750,0.095300,0.034700,0,3,-1.822554,28.262068,0.263027
363,18.1500,cargo_0,0.943750,0.943750,0.095769,0.034231,0,3,-4.171756,33.836331,4.292251
364,18.2000,cargo_0,0.943750,0.943750,0.101089,0.028911,0,3,2.850205,22.517211,2.494414
365,18.2500,cargo_0,0.937500,0.937500,0.097141,0.032859,0,3,-9.314666,23.536838,-7.879881
366,18.3000,cargo_0,0.937500,0.937500,0.093184,0.036816,0,3,-3.990372,25.086109,-4.424347
367,18.3500,cargo_0,0.943750,0.943750,0.090077,0.039923,0,3,-1.617999,31.126526,0.945035
368,18.4000,cargo_0,0.943750,0.943750,0.088549,0.041451,0,3,-2.848400,33.540611,0.473144
369,18.4500,cargo_0,0.943750,0.943750,0.089504,0.040496,0,3,-8.853410,30.902561,-5.414933
370,18.5000,cargo_0,0.943750,0.943750,0.090901,0.039099,0,3,-5.989784,34.199938,0.061918
371,18.5500,cargo_0,0.943750,0.943750,0.092114,0.037886,0,3,-0.243570,27.905374,-0.616455
372,18.6000,cargo_0,0.937500,0.937500,0.091707,0.038293,0,3,-10.134728,24.655105,-10.103852
373,18.6500,cargo_0,0.931250,0.931250,0.089356,0.040644,0,3,-7.780974,27.629436,-7.398426
374,18.7000,cargo_0,0.931250,0.931250,0.089027,0.040973,0,2,5.174281,34.669480,5.147261
375,18.7500,cargo_0,0.937500,0.937500,0.091597,0.038403,0,2,-0.418422,32.436515,0.739013
376,18.8000,cargo_0,0.943750,0.943750,0.095194,0.034806,0,2,1.341166,28.428086,1.416809
377,18.8500,cargo_0,0.937500,0.937500,0.097123,0.032877,0,2,-1.926199,26.682896,-1.037204
378,18.9000,cargo_0,0.937500,0.937500,0.096057,0.033943,0,2,2.917596,28.951532,2.865106
379,18.9500,cargo_0,0.931250,0.931250,0.094846,0.035154,0,2,0.805393,29.578022,1.242854
380,19.0000,cargo_0,0.931250,0.931250,0.094438,0.035562,0,2,5.053829,30.135646,4.436466
381,19.0500,cargo_0,0.931250,0.931250,0.095305,0.034695,0,2,-3.811494,28.865295,-2.001147
382,19.1000,cargo_0,0.931250,0.931250,0.095618,0.034382,0,2,0.023482,28.399833,0.580642
383,19.1500,cargo_0,0.931250,0.931250,0.094357,0.035643,0,2,1.643817,29.836986,1.750535
384,19.2000,cargo_0,0.931250,0.931250,0.093484,0.036516,0,2,0.666395,31.484056,1.365407
385,19.2500,cargo_0,0.931250,0.931250,0.093842,0.036158,0,2,-0.076606,31.456904,0.808858
386,19.3000,cargo_0,0.931250,0.931250,0.095674,0.034326,0,2,4.695816,28.645551,3.734412
387,19.3500,cargo_0,0.931250,0.931250,0.106837,0.023163,0,2,4.151644,18.213474,4.413404
388,19.4000,cargo_0,0.931250,0.931250,0.101101,0.028899,0,2,-2.863613,28.099916,0.393406
389,19.4500,cargo_0,0.931250,0.931250,0.097602,0.032398,0,2,1.805995,32.700480,4.576488
390,19.5000,cargo_0,0.925000,0.925000,0.101506,0.028494,0,2,-1.640339,23.176489,0.208538
391,19.5500,cargo_0,0.925000,0.925000,0.098852,0.031148,0,3,-0.360666,30.847234,3.855069
392,19.6000,cargo_0,0.918750,0.918750,0.096759,0.033241,0,3,-5.278184,28.513010,-2.704110
393,19.6500,cargo_0,0.925000,0.925000,0.095751,0.034249,0,3,-6.998275,29.053248,-4.157352
394,19.7000,cargo_0,0.925000,0.925000,0.095185,0.034815,0,3,-2.625859,30.236024,-0.981606
395,19.7500,cargo_0,0.918750,0.918750,0.112807,0.017193,0,3,-1.281538,15.987892,3.171436
396,19.8000,cargo_0,0.912500,0.912500,0.108090,0.021910,0,2,7.925828,28.244188,10.836568
397,19.8500,cargo_0,0.925000,0.925000,0.106152,0.023848,0,2,1.036662,29.972935,6.267943
398,19.9000,cargo_0,0.925000,0.925000,0.106841,0.023159,0,2,8.033808,28.721805,11.016816
399,19.9500,cargo_0,0.925000,0.925000,0.107749,0.022251,0,2,8.163056,27.095839,10.674208
400,20.0000,cargo_0,0.925000,0.925000,0.106068,0.023932,0,2,2.184694,30.216931,6.895661
401,20.0500,cargo_0,0.918750,0.918750,0.106331,0.023669,0,3,-4.776383,29.113868,1.341760
402,20.1000,cargo_0,0.925000,0.925000,0.105911,0.024089,0,3,1.711079,29.865339,6.440484
403,20.1500,cargo_0,0.925000,0.925000,0.104819,0.025181,0,3,0.367502,29.259099,4.176590
404,20.2000,cargo_0,0.918750,0.918750,0.105394,0.024606,0,3,-8.097711,28.151696,-0.878204
405,20.2500,cargo_0,0.912500,0.912500,0.102531,0.027469,0,3,-1.485119,21.865663,1.343525
406,20.3000,cargo_0,0.912500,0.912500,0.098715,0.031285,0,3,-3.697315,28.753789,1.686717
407,20.3500,cargo_0,0.912500,0.912500,0.097916,0.032084,0,3,-6.154151,36.295191,5.872944
408,20.4000,cargo_0,0.918750,0.918750,0.098974,0.031026,0,3,-4.181519,32.331153,3.874072
409,20.4500,cargo_0,0.918750,0.918750,0.102326,0.027674,0,3,-2.805880,19.587580,-2.925548
410,20.5000,cargo_0,0.912500,0.912500,0.100796,0.029204,0,3,-0.935428,28.281761,5.364734
411,20.5500,cargo_0,0.912500,0.912500,0.100285,0.029715,0,3,-3.549179,26.969913,2.628064
412,20.6000,cargo_0,0.912500,0.912500,0.099394,0.030606,0,3,-1.916875,32.098468,6.458883
413,20.6500,cargo_0,0.912500,0.912500,0.099250,0.030750,0,3,-1.496857,31.043613,4.761264
414,20.7000,cargo_0,0.906250,0.906250,0.116398,0.013602,0,3,-0.604255,15.050404,5.394835
415,20.7500,cargo_0,0.912500,0.912500,0.109416,0.020584,0,3,-8.805792,17.325299,5.085660
416,20.8000,cargo_0,0.912500,0.912500,0.103648,0.026352,0,3,-7.741506,28.355472,8.080696
417,20.8500,cargo_0,0.912500,0.912500,0.102917,0.027083,0,3,-11.251874,30.353453,6.249726
418,20.9000,cargo_0,0.918750,0.918750,0.104108,0.025892,0,3,-9.084006,26.308292,4.868051
419,20.9500,cargo_0,0.912500,0.912500,0.104893,0.025107,0,3,-9.092112,24.152241,3.649857
420,21.0000,cargo_0,0.918750,0.918750,0.105295,0.024705,0,3,-1.769386,25.951655,11.113763
421,21.0500,cargo_0,0.918750,0.918750,0.105697,0.024303,0,3,-15.136305,25.927170,1.685493
422,21.1000,cargo_0,0.925000,0.925000,0.104822,0.025178,0,3,-9.421765,25.805315,3.634522
423,21.1500,cargo_0,0.925000,0.925000,0.104035,0.025965,0,3,-8.939274,29.111304,6.020018
424,21.2000,cargo_0,0.925000,0.925000,0.104111,0.025889,0,3,-3.996246,31.849376,12.221259
425,21.2500,cargo_0,0.925000,0.925000,0.103565,0.026435,0,3,-9.891251,31.760164,8.311383
426,21.3000,cargo_0,0.931250,0.931250,0.102579,0.027421,0,3,-2.805760,32.157587,14.927967
427,21.3500,cargo_0,0.931250,0.931250,0.102524,0.027476,0,3,-7.597543,25.061893,5.739788
428,21.4000,cargo_0,0.931250,0.931250,0.102614,0.027386,0,3,-10.041522,26.667335,4.747206
429,21.4500,cargo_0,0.937500,0.937500,0.108498,0.021502,0,3,-10.123502,28.219519,4.113997
430,21.5000,cargo_0,0.937500,0.937500,0.107535,0.022465,0,3,-4.677170,27.785070,7.065037
431,21.5500,cargo_0,0.937500,0.937500,0.107874,0.022126,0,3,-4.160698,30.540193,8.994255
432,21.6000,cargo_0,0.937500,0.937500,0.106670,0.023330,0,3,-1.828570,28.390004,10.051558
433,21.6500,cargo_0,0.937500,0.937500,0.106075,0.023925,0,3,-0.658255,28.899292,13.417404
434,21.7000,cargo_0,0.937500,0.937500,0.105803,0.024197,0,3,-4.840019,24.986835,9.196573
435,21.7500,cargo_0,0.937500,0.937500,0.106358,0.023642,0,3,-8.193344,29.913246,8.474201
436,21.8000,cargo_0,0.950000,0.950000,0.114300,0.015700,0,2,-0.931294,4.379861,-2.394676
437,21.8500,cargo_0,0.950000,0.950000,0.114267,0.015733,0,2,-0.439022,8.543221,0.785981
438,21.9000,cargo_0,0.975000,0.975000,0.114262,0.015738,0,1,0.674830,7.870292,0.545161
439,21.9500,cargo_0,0.981250,0.981250,0.114266,0.015734,0,1,0.783518,7.866627,0.627066
440,22.0000,cargo_0,0.987500,0.987500,0.113418,0.016582,0,1,1.078058,8.495390,0.848664
441,22.0500,cargo_0,0.987500,0.987500,0.110445,0.019555,0,1,1.526970,10.491794,1.199641
442,22.1000,cargo_0,0.993750,0.993750,0.105194,0.024806,0,1,1.484197,13.664445,1.223029
443,22.1500,cargo_0,0.993750,0.993750,0.100216,0.029784,0,1,0.861455,16.087428,0.825802
444,22.2000,cargo_0,1.000000,1.000000,0.100250,0.029750,0,1,1.370549,14.867785,1.186008
445,22.2500,cargo_0,1.000000,1.000000,0.099944,0.030056,0,1,1.465339,15.102273,1.274949
446,22.3000,cargo_0,1.000000,1.000000,0.098511,0.031489,0,1,1.404334,16.089250,1.266489
447,22.3500,cargo_0,1.000000,1.000000,0.109067,0.020933,0,1,0.628505,7.933394,0.583500
448,22.4000,cargo_0,1.000000,1.000000,0.119591,0.010409,0,1,0.023455,2.678515,0.063742
449,22.4500,cargo_0,1.000000,1.000000,0.119808,0.010192,0,1,1.038444,5.044312,0.826716
450,22.5000,cargo_0,1.000000,1.000000,0.116835,0.013165,0,1,0.767181,7.296629,0.681425
451,22.5500,cargo_0,1.000000,1.000000,0.114423,0.015577,0,1,0.600798,8.367533,0.588603
452,22.6000,cargo_0,1.000000,1.000000,0.110071,0.019929,0,1,0.132480,11.008926,0.310928
453,22.6500,cargo_0,1.000000,1.000000,0.104049,0.025951,0,1,1.668657,14.421838,1.483527
454,22.7000,cargo_0,1.000000,1.000000,0.100043,0.029957,0,1,0.756761,15.940390,0.881694
455,22.7500,cargo_0,1.000000,1.000000,0.100222,0.029778,0,1,1.229147,14.846933,1.206857
456,22.8000,cargo_0,1.000000,1.000000,0.100374,0.029626,0,1,1.179970,14.777490,1.185171
457,22.8500,cargo_0,1.000000,1.000000,0.100469,0.029531,0,1,1.204601,14.743282,1.216658
458,22.9000,cargo_0,1.000000,1.000000,0.100317,0.029683,0,1,1.114370,14.878523,1.170201
459,22.9500,cargo_0,1.000000,1.000000,0.098093,0.031907,0,1,1.303543,16.488016,1.363300
460,23.0000,cargo_0,1.000000,1.000000,0.097937,0.032063,0,2,-0.542319,18.993435,-1.170355
461,23.0500,cargo_0,1.000000,1.000000,0.094945,0.035055,0,2,-0.579857,22.704322,-1.777768
462,23.1000,cargo_0,1.000000,1.000000,0.094967,0.035033,0,1,0.726574,17.511761,1.015904
463,23.1500,cargo_0,1.000000,1.000000,0.095100,0.034900,0,1,1.090067,17.418321,1.285937
464,23.2000,cargo_0,1.000000,1.000000,0.095103,0.034897,0,2,0.515260,18.006129,0.655253
465,23.2500,cargo_0,1.000000,1.000000,0.095028,0.034972,0,2,-0.252914,21.546819,-1.358874
466,23.3000,cargo_0,1.000000,1.000000,0.095412,0.034588,0,2,0.881425,25.619029,-2.255931
467,23.3500,cargo_0,1.000000,1.000000,0.095376,0.034624,0,1,0.534116,17.156372,0.921126
468,23.4000,cargo_0,1.000000,1.000000,0.095454,0.034546,0,2,-0.090063,23.874377,-2.326789
469,23.4500,cargo_0,1.000000,1.000000,0.096609,0.033391,0,2,-0.527438,27.791693,-4.288460
470,23.5000,cargo_0,1.000000,1.000000,0.098197,0.031803,0,2,0.125289,27.106450,-3.673061
471,23.5500,cargo_0,0.993750,0.993750,0.099292,0.030708,0,2,0.615896,24.039810,-2.343876
472,23.6000,cargo_0,0.993750,0.993750,0.100750,0.029250,0,2,0.609129,22.880596,-2.489659
473,23.6500,cargo_0,0.993750,0.993750,0.100812,0.029188,0,2,1.399785,24.025577,-2.353636
474,23.7000,cargo_0,0.993750,0.993750,0.101073,0.028927,0,2,1.168432,22.867099,-2.275967
475,23.7500,cargo_0,1.000000,1.000000,0.101080,0.028920,0,2,1.263974,23.300550,-2.352713
476,23.8000,cargo_0,1.000000,1.000000,0.099065,0.030935,0,2,1.128290,16.873015,0.997999
477,23.8500,cargo_0,1.000000,1.000000,0.098482,0.031518,0,1,0.849570,15.899336,1.203472
478,23.9000,cargo_0,1.000000,1.000000,0.098457,0.031543,0,2,1.287482,20.458883,-0.479319
479,23.9500,cargo_0,1.000000,1.000000,0.099135,0.030865,0,2,-1.211218,26.297831,-4.741817
480,24.0000,cargo_0,1.000000,1.000000,0.101227,0.028773,0,2,0.431687,27.750501,-4.472059
481,24.0500,cargo_0,1.000000,1.000000,0.104286,0.025714,0,2,0.829560,26.496096,-4.303834
482,24.1000,cargo_0,1.000000,1.000000,0.105772,0.024228,0,2,1.094547,23.923911,-3.353210
483,24.1500,cargo_0,1.000000,1.000000,0.105513,0.024487,0,2,3.055988,28.046489,-3.113526
484,24.2000,cargo_0,1.000000,1.000000,0.108004,0.021996,0,2,0.386277,22.097509,-3.753578
485,24.2500,cargo_0,1.000000,1.000000,0.106620,0.023380,0,2,0.158468,13.406429,-0.175294
486,24.3000,cargo_0,1.000000,1.000000,0.106601,0.023399,0,2,0.128634,24.209983,-4.743077
487,24.3500,cargo_0,1.000000,1.000000,0.106671,0.023329,0,2,1.022934,13.859321,0.271857
488,24.4000,cargo_0,1.000000,1.000000,0.106516,0.023484,0,1,0.438796,11.779151,0.808670
489,24.4500,cargo_0,1.000000,1.000000,0.106576,0.023424,0,2,0.775308,14.324925,-0.068030
490,24.5000,cargo_0,1.000000,1.000000,0.106593,0.023407,0,1,0.641898,11.700039,0.963159
491,24.5500,cargo_0,1.000000,1.000000,0.106640,0.023360,0,1,0.627723,11.668890,0.957958
492,24.6000,cargo_0,1.000000,1.000000,0.106632,0.023368,0,1,0.525089,11.686035,0.891400
493,24.6500,cargo_0,1.000000,1.000000,0.106694,0.023306,0,1,0.693797,11.638338,1.015231
494,24.7000,cargo_0,1.000000,1.000000,0.106760,0.023240,0,1,0.592198,11.604802,0.947747
495,24.7500,cargo_0,1.000000,1.000000,0.105987,0.024013,0,2,0.919293,13.189451,0.789768
496,24.8000,cargo_0,1.000000,1.000000,0.105999,0.024001,0,2,1.015825,13.084257,0.815227
497,24.8500,cargo_0,1.000000,1.000000,0.105027,0.024973,0,2,0.595241,15.788368,-0.287141
498,24.9000,cargo_0,1.000000,1.000000,0.105025,0.024975,0,1,0.106225,12.487932,0.659169
499,24.9500,cargo_0,1.000000,1.000000,0.105026,0.024974,0,1,-0.056349,12.486848,0.543775
500,25.0000,cargo_0,1.000000,1.000000,0.105037,0.024963,0,2,0.886118,13.586386,0.744797
501,25.0500,cargo_0,1.000000,1.000000,0.105041,0.024959,0,2,0.784666,13.288306,0.802213
502,25.1000,cargo_0,1.000000,1.000000,0.105040,0.024960,0,2,0.534141,13.260357,0.638981
503,25.1500,cargo_0,1.000000,1.000000,0.105043,0.024957,0,2,0.956761,15.418974,0.031238
504,25.2000,cargo_0,1.000000,1.000000,0.105052,0.024948,0,2,0.925598,14.823499,0.260023
505,25.2500,cargo_0,1.000000,1.000000,0.105052,0.024948,0,2,0.886073,14.746748,0.267364
506,25.3000,cargo_0,1.000000,1.000000,0.105055,0.024945,0,2,1.120734,15.700518,0.037663
507,25.3500,cargo_0,1.000000,1.000000,0.105061,0.024939,0,2,1.080252,16.030960,-0.124540
508,25.4000,cargo_0,1.000000,1.000000,0.105046,0.024954,0,2,1.189363,15.801578,0.060039
509,25.4500,cargo_0,1.000000,1.000000,0.105032,0.024968,0,2,1.409014,15.801561,0.226770
510,25.5000,cargo_0,1.000000,1.000000,0.105015,0.024985,0,2,1.041943,15.792911,-0.017821
511,25.5500,cargo_0,1.000000,1.000000,0.105004,0.024996,0,2,1.130892,15.783672,0.059059
512,25.6000,cargo_0,1.000000,1.000000,0.104988,0.025012,0,2,1.432928,17.008618,-0.221974
513,25.6500,cargo_0,1.000000,1.000000,0.104966,0.025034,0,2,0.905429,17.058253,-0.603756
514,25.7000,cargo_0,1.000000,1.000000,0.104943,0.025057,0,2,1.576845,18.426133,-0.680124
515,25.7500,cargo_0,1.000000,1.000000,0.104920,0.025080,0,2,1.150833,19.050245,-1.224833
516,25.8000,cargo_0,1.000000,1.000000,0.104905,0.025095,0,2,0.549500,18.665802,-1.484738
517,25.8500,cargo_0,1.000000,1.000000,0.104898,0.025102,0,2,0.836638,18.668878,-1.277542
518,25.9000,cargo_0,1.000000,1.000000,0.104887,0.025113,0,2,0.712357,18.661494,-1.355225
519,25.9500,cargo_0,1.000000,1.000000,0.105015,0.024985,0,2,0.385403,20.056817,-2.203279
520,26.0000,cargo_0,1.000000,1.000000,0.105007,0.024993,0,2,0.629336,19.600938,-1.823009
521,26.0500,cargo_0,1.000000,1.000000,0.105003,0.024997,0,2,0.565872,19.583850,-1.856673
522,26.1000,cargo_0,1.000000,1.000000,0.104995,0.025005,0,2,0.872260,19.618738,-1.645879
523,26.1500,cargo_0,1.000000,1.000000,0.105106,0.024894,0,2,0.726034,21.931523,-2.723981
