frame,time,delta_H,rhs_u_command,slack_u_command,rhs_u_saturated,slack_u_saturated,rhs_u_cvt,slack_u_cvt
0,0.0,-0.012508075104942451,-0.012086744174724955,-0.00042133093021749606,-0.012086744174724955,-0.00042133093021749606,-0.01527705685408575,0.0027689817491432997
1,0.05,-0.012911100837349365,-0.012471480836181227,-0.00043962000116813844,-0.012471480836181227,-0.00043962000116813844,-0.015679482607987398,0.002768381770638033
2,0.1,-0.013290883652743224,-0.012855898657801327,-0.00043498499494189734,-0.01285589865780133,-0.00043498499494189387,-0.01603986827870737,0.0027489846259641446
3,0.15000000000000002,-0.013597077564372895,-0.013169672266249178,-0.0004274052981237172,-0.01316967226624918,-0.00042740529812371544,-0.016398319128954772,0.0028012415645818772
4,0.2,-0.013921564853900836,-0.013481432174657403,-0.0004401326792434334,-0.013481432174657403,-0.0004401326792434334,-0.016724286624947106,0.0028027217710462696
5,0.25,-0.014231488798937764,-0.013778336719181947,-0.0004531520797558166,-0.013778336719181947,-0.0004531520797558166,-0.01702815966064871,0.0027966708617109468
6,0.30000000000000004,-0.014452914931377014,-0.01401143227871071,-0.00044148265266630467,-0.01401143227871071,-0.00044148265266630467,-0.017311674014728252,0.002858759083351238
7,0.35000000000000003,-0.014633270872741133,-0.01419938977389913,-0.00043388109884200284,-0.01419938977389913,-0.00043388109884200284,-0.017558267317140237,0.0029249964443991035
8,0.4,-0.01483082475716413,-0.01439767434135339,-0.0004331504158107402,-0.01439767434135339,-0.0004331504158107402,-0.0177967329242448,0.002965908167080672
9,0.45,-0.01498380172788516,-0.014547923826305811,-0.0004358779015793488,-0.014547923826305813,-0.0004358779015793471,-0.017968863090872388,0.0029850613629872277
10,0.5,-0.015123692545611411,-0.014705566611309931,-0.00041812593430148,-0.014705566611309931,-0.00041812593430148,-0.01811816380919346,0.002994471263582047
11,0.55,-0.015211736219083893,-0.014805132077662743,-0.0004066041414211505,-0.014805132077662743,-0.0004066041414211505,-0.01820302550474693,0.002991289285663036
12,0.6000000000000001,-0.015300334206563515,-0.014893846394337586,-0.0004064878122259294,-0.014893846394337586,-0.0004064878122259294,-0.018274290417951294,0.0029739562113877786
13,0.65,-0.015344726731690517,-0.014946793316130295,-0.00039793341556022127,-0.014946793316130295,-0.00039793341556022127,-0.018308491032606906,0.0029637643009163897
14,0.7000000000000001,-0.015421523261137549,-0.01502990055226168,-0.0003916227088758689,-0.01502990055226168,-0.0003916227088758689,-0.018330047150171915,0.0029085238890343666
15,0.75,-0.015437846081132856,-0.01506106850613398,-0.0003767775749988749,-0.015061068506133984,-0.00037677757499887145,-0.018272325151396672,0.0028344790702638165
16,0.8,-0.01550765994920733,-0.015137625607166314,-0.000370034342041017,-0.015137625607166314,-0.000370034342041017,-0.0182682437480545,0.0027605837988471695
17,0.8500000000000001,-0.015579531499477661,-0.015208704898112983,-0.000370826601364678,-0.015208704898112983,-0.000370826601364678,-0.018124878098894466,0.002545346599416805
18,0.9,-0.015595211200082226,-0.015232382934566552,-0.0003628282655156745,-0.015232382934566552,-0.0003628282655156745,-0.017903037971279952,0.002307826771197726
19,0.9500000000000001,-0.015608792196713073,-0.015265468878057836,-0.00034332331865523716,-0.015265468878057836,-0.00034332331865523716,-0.01779474291773994,0.0021859507210268657
20,1.0,-0.015588720693740177,-0.01524491124686927,-0.0003438094468709071,-0.01524491124686927,-0.0003438094468709071,-0.01760289817723246,0.0020141774834922833
21,1.05,-0.015552687670464582,-0.015214408414996869,-0.0003382792554677133,-0.015235569797192159,-0.00031711787327242356,-0.017361038969095292,0.0018083512986307101
22,1.1,-0.015416942759826968,-0.015112874185704905,-0.0003040685741220635,-0.015171624039239802,-0.0002453187205871659,-0.01705755023158986,0.0016406074717628914
23,1.1500000000000001,-0.015232046354536788,-0.014937767873229786,-0.00029427848130700145,-0.015018886245028428,-0.0002131601095083594,-0.016628947044329916,0.0013969006897931284
24,1.2000000000000002,-0.015147397048236977,-0.014860935276999694,-0.0002864617712372824,-0.01495230610815479,-0.00019509094008218764,-0.016360005923703264,0.0012126088754662867
25,1.25,-0.014969296496866402,-0.014693724437838798,-0.00027557205902760395,-0.01479359039755521,-0.00017570609931119238,-0.01595378975568706,0.0009844932588206588
26,1.3,-0.0147978853952766,-0.014500622445345408,-0.00029726294993119226,-0.014608022579466293,-0.00018986281581030717,-0.01554881482967249,0.0007509294343958899
27,1.35,-0.014469908116993668,-0.014214361831976113,-0.0002555462850175553,-0.014325498142587729,-0.00014440997440593947,-0.015065237620783158,0.0005953295037894896
28,1.4000000000000001,-0.014164294296684643,-0.013915010459163855,-0.0002492838375207883,-0.014032152112398708,-0.0001321421842859355,-0.014687992383909169,0.0005236980872245257
29,1.4500000000000002,-0.0138024383221661,-0.013541414203875952,-0.0002610241182901471,-0.013655981216284686,-0.0001464571058814139,-0.014202242694133864,0.000399804371967764
30,1.5,-0.013485214844824012,-0.013244360083711791,-0.00024085476111222054,-0.01336637267293947,-0.00011884217188454227,-0.013780412381691944,0.00029519753686793257
31,1.55,-0.013095282739084668,-0.012874834284585687,-0.00022044845449898168,-0.012998694492584588,-9.658824650008065e-05,-0.013295657049732727,0.00020037431064805905
32,1.6,-0.012687625930014379,-0.012467219419152908,-0.00022040651086147056,-0.012588792553423522,-9.883337659085702e-05,-0.012860100012703529,0.00017247408268914952
33,1.6500000000000001,-0.012287505506171637,-0.012083778776886659,-0.00020372672928497745,-0.012203596443709533,-8.390906246210326e-05,-0.012308158921576133,2.065341540449621e-05
34,1.7000000000000002,-0.011498247031708098,-0.011292435227052184,-0.00020581180465591327,-0.01167680635065557,0.0001785593189474726,-0.011749221989232431,0.0002509749575243334
35,1.75,-0.010885468776823615,-0.01071041153349441,-0.00017505724332920504,-0.011309028084692205,0.00042355930786859043,-0.011321800189680627,0.00043633141285701234
36,1.8,-0.01043508013977279,-0.010255807378022659,-0.00017927276175013114,-0.010963567809832465,0.0005284876700596755,-0.010963567809832465,0.0005284876700596755
37,1.85,-0.010014098661233373,-0.009839544077754345,-0.00017455458347902762,-0.010595447998735257,0.0005813493375018842,-0.010595447998735257,0.0005813493375018842
38,1.9000000000000001,-0.009676095308204014,-0.009509030061558137,-0.00016706524664587656,-0.010263467546817609,0.0005873722386135951,-0.010263467546817609,0.0005873722386135951
39,1.9500000000000002,-0.009221758827245852,-0.009059407676652021,-0.00016235115059383062,-0.009794605831459148,0.000572847004213296,-0.009794605831459148,0.000572847004213296
40,2.0,-0.008840675050346247,-0.008699437265393855,-0.00014123778495239193,-0.009377495788423994,0.0005368207380777468,-0.009377495788423994,0.0005368207380777468
41,2.0500000000000003,-0.008412872914098868,-0.008259385481334803,-0.00015348743276406493,-0.008902441000316544,0.0004895680862176763,-0.008902441000316544,0.0004895680862176763
42,2.1,-0.008144608730939584,-0.00800941706326611,-0.00013519166767347358,-0.008622256483123876,0.00047764775218429173,-0.008622256483123876,0.00047764775218429173
