frame,time,delta_H,rhs_u_command,slack_u_command,rhs_u_saturated,slack_u_saturated,rhs_u_cvt,slack_u_cvt
0,0.0,-0.009794129886096625,-0.009408876559253218,-0.00038525332684340684,-0.009408876559253218,-0.00038525332684340684,-0.013352582098343942,0.003558452212247317
1,0.05,-0.010275384850755076,-0.009877485683590556,-0.00039789916716452024,-0.009877485683590556,-0.00039789916716452024,-0.01386684341060829,0.0035914585598532146
2,0.1,-0.010750746946812884,-0.010343743400745477,-0.0004070035460674061,-0.010343743400745477,-0.0004070035460674061,-0.014389977421317873,0.0036392304745049894
3,0.15000000000000002,-0.011220246204314721,-0.010804706183908717,-0.000415540020406004,-0.010804706183908719,-0.00041554002040600224,-0.01489646895943618,0.0036762227551214582
4,0.2,-0.011682129736739988,-0.011264012768347206,-0.00041811696839278226,-0.011264012768347206,-0.00041811696839278226,-0.015383192463482456,0.003701062726742468
5,0.25,-0.012134776117925794,-0.01171898129275478,-0.0004157948251710137,-0.01171898129275478,-0.0004157948251710137,-0.01584947874583713,0.0037147026279113343
6,0.30000000000000004,-0.01258849461034628,-0.012166786644869587,-0.000421707965476692,-0.012166786644869587,-0.000421707965476692,-0.016278727863787947,0.003690233253441668
7,0.35000000000000003,-0.013038886819559004,-0.012605269097117403,-0.0004336177224416003,-0.012605269097117407,-0.00043361772244159685,-0.016677748570322143,0.0036388617507631393
8,0.4,-0.01347878815577197,-0.013036629172521682,-0.00044215898325028827,-0.013036629172521682,-0.00044215898325028827,-0.01710937285907684,0.0036305847033048684
9,0.45,-0.013906701776817298,-0.013455556470364954,-0.0004511453064523444,-0.013455556470364954,-0.0004511453064523444,-0.01751162002152619,0.0036049182447088907
10,0.5,-0.014321911131251364,-0.013865709870594,-0.0004562012606573636,-0.013865709870594,-0.0004562012606573636,-0.01783729527790641,0.0035153841466550456
11,0.55,-0.014727989860123913,-0.014264419548998675,-0.0004635703111252384,-0.014264419548998675,-0.0004635703111252384,-0.018146067752432462,0.0034180778923085485
12,0.6000000000000001,-0.015124194103914967,-0.014659260255640334,-0.00046493384827463353,-0.014659260255640334,-0.00046493384827463353,-0.018462535787358864,0.003338341683443897
13,0.65,-0.015511417146927053,-0.015047910445424367,-0.0004635067015026865,-0.015047910445424367,-0.0004635067015026865,-0.01871841537120985,0.0032069982242827963
14,0.7000000000000001,-0.0158893392235675,-0.015427722344980566,-0.00046161687858693387,-0.015427722344980566,-0.00046161687858693387,-0.018986846822365244,0.0030975075987977434
15,0.75,-0.016259201585431926,-0.015786190582183123,-0.0004730110032488029,-0.015786190582183127,-0.0004730110032487994,-0.019208733217630943,0.002949531632199017
16,0.8,-0.01661474201578106,-0.0161322377799952,-0.00048250423578585777,-0.0161322377799952,-0.00048250423578585777,-0.01942947967673586,0.0028147376609548025
17,0.8500000000000001,-0.01690030404382814,-0.016407558270324727,-0.0004927457735034134,-0.01640755827032473,-0.0004927457735034099,-0.019596867879949017,0.0026965638361208764
18,0.9,-0.017167038756808806,-0.01666525351406183,-0.0005017852427469764,-0.01666525351406183,-0.0005017852427469764,-0.019672882325555356,0.0025058435687465505
19,0.9500000000000001,-0.017434360477811106,-0.016928765009848704,-0.0005055954679624025,-0.016928765009848704,-0.0005055954679624025,-0.019854617723232833,0.0024202572454217267
20,1.0,-0.017692561798659412,-0.01718368478395016,-0.0005088770147092525,-0.01718368478395016,-0.0005088770147092525,-0.019973070640029778,0.0022805088413703663
21,1.05,-0.017912615273197985,-0.017407715536018234,-0.0005048997371797509,-0.017407715536018234,-0.0005048997371797509,-0.02008840786241892,0.0021757925892209352
22,1.1,-0.018083778343721768,-0.017588060037619525,-0.0004957183061022434,-0.017588060037619525,-0.0004957183061022434,-0.02022503678864075,0.0021412584449189836
23,1.1500000000000001,-0.018225059567389845,-0.017738295732873947,-0.0004867638345158985,-0.01773829573287395,-0.00048676383451589506,-0.020300642213984955,0.00207558264659511
24,1.2000000000000002,-0.018339357760028596,-0.017849432487241586,-0.0004899252727870104,-0.017849432487241586,-0.0004899252727870104,-0.02033197552277152,0.001992617762742923
25,1.25,-0.018474493571030814,-0.017984015812040823,-0.000490477758989992,-0.017984015812040823,-0.000490477758989992,-0.020362880473869346,0.001888386902838532
26,1.3,-0.018537471100554814,-0.018049766046699892,-0.000487705053854922,-0.018049766046699892,-0.000487705053854922,-0.020307518721014856,0.0017700476204600413
27,1.35,-0.01864283448539994,-0.018160418455259338,-0.0004824160301406012,-0.018160418455259338,-0.0004824160301406012,-0.020286601690483706,0.0016437672050837668
28,1.4000000000000001,-0.018680456514298616,-0.018214444386432868,-0.00046601212786574753,-0.018214444386432868,-0.00046601212786574753,-0.020218236658026825,0.001537780143728209
29,1.4500000000000002,-0.017879571097798808,-0.017458009597125488,-0.00042156150067331963,-0.018232674621741465,0.00035310352394265707,-0.020092927037979366,0.0022133559401805586
30,1.5,-0.01721534281180781,-0.016815311613331285,-0.0004000311984765255,-0.018169636536513007,0.000954293724705197,-0.01989293781675976,0.00267759500495195
31,1.55,-0.016766592799430158,-0.016392471850806518,-0.00037412094862364006,-0.018057484972709075,0.0012908921732789173,-0.019677281393376732,0.002910688593946574
32,1.6,-0.016444920156139076,-0.016075242310437023,-0.00036967784570205234,-0.017887032631817304,0.0014421124756782283,-0.01936578879798457,0.0029208686418454935
33,1.6500000000000001,-0.016144021563521793,-0.01582496565943885,-0.00031905590408294257,-0.017706649406456828,0.0015626278429350347,-0.01897662701067414,0.0028326054471523483
34,1.7000000000000002,-0.01581985623433213,-0.015523440444416559,-0.0002964157899155717,-0.017410883860570454,0.0015910276262383234,-0.018476886467958455,0.0026570302336263243
35,1.75,-0.015589283806981657,-0.01529398044205536,-0.00029530336492629775,-0.017173888351867752,0.0015846045448860945,-0.017991430620685367,0.0024021468137037094
36,1.8,-0.015341245930380554,-0.015020886430189409,-0.0003203595001911447,-0.016815515018896113,0.0014742690885155597,-0.017455841360061078,0.002114595429680524
37,1.85,-0.014968263122723147,-0.014710007242446727,-0.0002582558802764201,-0.016423915686578593,0.0014556525638554467,-0.01691509709619584,0.0019468339734726933
38,1.9000000000000001,-0.014561431474933495,-0.01430051408525653,-0.00026091738967696544,-0.01592168612004163,0.0013602546451081353,-0.016284184083737746,0.001722752608804251
39,1.9500000000000002,-0.014109174370515842,-0.01390092254108138,-0.00020825182943446166,-0.015439006999502368,0.0013298326289865256,-0.01571085157920393,0.001601677208688087
40,2.0,-0.01362545319316344,-0.013427514572591533,-0.0001979386205719063,-0.014853954487853469,0.0012285012946900292,-0.015074682902593365,0.001449229709429926
41,2.0500000000000003,-0.013140337640258903,-0.0129602733039917,-0.00018006433626720393,-0.014314117550390365,0.0011737799101314613,-0.01443901659461738,0.001298678954358477
42,2.1,-0.012741197666600201,-0.012507242459046929,-0.0002339552075532724,-0.01378510961662755,0.0010439119500273483,-0.01388892268706221,0.0011477250204620093
43,2.15,-0.012311579512435111,-0.01214620147287728,-0.00016537803955783172,-0.013379234244073356,0.0010676547316382443,-0.013405003733292948,0.0010934242208578363
44,2.2,-0.011608786931096349,-0.011393713953657389,-0.0002150729774389598,-0.01276122885077356,0.0011524419196772117,-0.01276122885077356,0.0011524419196772117
45,2.25,-0.009984947035061364,-0.009872186533818232,-0.00011276050124313201,-0.01226359836927091,0.002278651334209545,-0.01226359836927091,0.002278651334209545
46,2.3000000000000003,-0.00850324421940074,-0.008366700924607895,-0.00013654329479284577,-0.011580175252109505,0.0030769310327087643,-0.011580175252109505,0.0030769310327087643
47,2.35,-0.0075513802266153895,-0.007453479702345704,-9.790052426968555e-05,-0.011144400407958473,0.0035930201813430835,-0.011144400407958473,0.0035930201813430835
48,2.4000000000000004,-0.007063438330591421,-0.006939496416959256,-0.00012394191363216452,-0.01089350696654534,0.0038300686359539187,-0.01089350696654534,0.0038300686359539187
49,2.45,-0.006712423972570547,-0.006559738992211603,-0.00015268498035894435,-0.01052168629155368,0.0038092623189831323,-0.01052168629155368,0.0038092623189831323
50,2.5,-0.0064742792513693415,-0.0063019120306467835,-0.00017236722072255795,-0.010271313660841675,0.003797034409472334,-0.010271313660841675,0.003797034409472334
51,2.5500000000000003,-0.0063060560664578436,-0.006153779073281307,-0.00015227699317653647,-0.010029894759722376,0.0037238386932645327,-0.010029894759722376,0.0037238386932645327
52,2.6,-0.006149738545285222,-0.006048918936827365,-0.0001008196084578564,-0.00972579445453245,0.0035760559092472277,-0.00972579445453245,0.0035760559092472277
53,2.6500000000000004,-0.006180601570770938,-0.006001333448256937,-0.00017926812251400134,-0.00952086529985017,0.0033402637290792323,-0.00952086529985017,0.0033402637290792323
54,2.7,-0.006020412997445712,-0.0058430188220243914,-0.0001773941754213207,-0.009171390211237227,0.003150977213791515,-0.009171390211237227,0.003150977213791515
55,2.75,-0.005936228175704827,-0.005760139706219962,-0.0001760884694848655,-0.008832938308771788,0.0028967101330669605,-0.008832938308771788,0.0028967101330669605
56,2.8000000000000003,-0.005720074312225765,-0.005588741011354223,-0.00013133330087154206,-0.008536023901730763,0.0028159495895049985,-0.008536023901730763,0.0028159495895049985
57,2.85,-0.005549808263565326,-0.0054415549160166275,-0.00010825334754869815,-0.008220057930003374,0.0026702496664380484,-0.008220057930003374,0.0026702496664380484
58,2.9000000000000004,-0.005526675245879575,-0.005405579134002527,-0.00012109611187704865,-0.008004172696584783,0.002477497450705208,-0.008004172696584783,0.002477497450705208
