shape,seed,alpha,yaw_deg,diameter_m,perimeter_m,area_m2,mass_kg,object_reach_m,concavity_ratio,vertex_count,target_distance_m,shape_scale_factor,annulus_min_m,annulus_max_m,case_id,sampler_attempts,goal_angle_deg,J,J_over_diameter,target_over_diameter,J_over_target,efficiency,direction_error_deg,max_cross_track,max_cross_track_over_diameter,rotation_deg,max_strict_coverage,final_strict_coverage,min_inter_agent_distance,d_min,min_signed_clearance,max_penetration,penetration_budget,solver_fallbacks,solver_infeasible,barrier_scalings,min_barrier_scale,margin_relaxations,solves,first_detection_frame,contact_ready_frame,transport_frame,brake_frame,hold_frame,final_phase,frames_run,terminated_by,settled,completion_time_s,wall_seconds,fps,success,domain_eligible,finite_time_eligible,formal_caging,map_complete,runtime_map_gap_m,runtime_map_gap_required_m,runtime_domain_eligible,certified_inscribed_radius,required_boundary_agents,failure_class
star10,0,0.1,226.13361443243363,2.102335457073498,7.4144636596349836,1.7438171889341796,1.7438171889341796,1.1052631578947538,0.39962412521438984,10,0.21023354570734978,1.5789473684210527,1.4553,2.2553,star10__a0.10__seed000,1,213.89921974319353,0.25165771494955935,0.11970388174866871,0.1,1.197038817486687,0.9918781626267821,7.307337268827711,0.05348508364957413,0.025440794174696874,-2.149768460397012,0.975,0.9625,0.28000012459853496,0.28,0.08885609958258098,0.04114390041741903,0.08868804654106402,0,0,105,0.0,0,3360,0,72,105,123,144,HOLD,210,settled,True,10.5,7.430403399999705,28.262260969573784,False,True,False,False,True,0.03594223369428043,0.1,True,0.536842105263141,12,CONTRACT_FAILURE
star10,1,0.1,46.300259801862865,2.1023354570734973,7.414463659634983,1.743817188934179,1.743817188934179,1.1052631578948013,0.3996241252143947,10,0.21023354570734976,1.5789473684210527,1.4553,2.2553,star10__a0.10__seed001,1,67.05487627201978,0.2025383627124675,0.09633969784936505,0.1,0.9633969784936504,0.9807767745401859,11.252497800245793,0.04832543725450775,0.022986549121793313,-8.06303667435204,0.9,0.81875,0.2800059964607794,0.28,0.0780093251093203,0.05199067489067971,0.089883004871778,0,0,752,0.046875,51,48000,0,116,301,1349,,BRAKE,3000,watchdog,False,150.0,102.89967400000023,29.15461131587252,False,True,False,False,False,0.4159559293579425,0.1,False,0.5368421052630936,12,MAP_INCOMPLETE
star10,2,0.1,242.90902260917775,2.102335457073498,7.414463659634981,1.7438171889341794,1.7438171889341794,1.105263157894768,0.39962412521438984,10,0.21023354570734978,1.5789473684210527,1.4553,2.2553,star10__a0.10__seed002,1,78.6348106982665,0.01322034077303109,0.006288406889847221,0.1,0.0628840688984722,0.9469903255373903,18.739267244843813,0.01291756984687247,0.006144390422284958,8.76570578520643,0.9625,0.925,0.279999999999999,0.28,0.08976256901691339,0.04023743098308662,0.08673264425309699,0,0,225,0.12109375,33,48000,0,351,2946,,,TRANSPORT,3000,watchdog,False,150.0,108.1027568999998,27.751373656225464,False,True,False,False,True,0.036713446325130274,0.1,True,0.5368421052631264,12,TRANSPORT_STALL
star10,3,0.1,25.05987775937552,2.102335457073498,7.414463659634983,1.7438171889341796,1.7438171889341796,1.105263157894774,0.3996241252143853,10,0.21023354570734978,1.5789473684210527,1.4553,2.2553,star10__a0.10__seed003,1,30.576349067927193,0.2548480178470502,0.12122138595417348,0.1,1.2122138595417349,0.9742475390577893,13.031170983731498,0.058982355702410436,0.02805563474846936,-3.486012001428194,0.9625,0.94375,0.28000111421942825,0.28,0.08810140465071108,0.04189859534928893,0.09117142837319935,0,0,255,0.00390625,20,9312,0,114,291,469,500,HOLD,582,settled,True,29.1,20.05572949999987,29.01913889494789,False,True,False,False,True,0.04685364296454809,0.1,True,0.5368421052631211,12,CONTRACT_FAILURE
star10,4,0.1,257.6166860042555,2.1023354570734973,7.414463659634982,1.743817188934179,1.743817188934179,1.105263157894841,0.39962412521437995,10,0.21023354570734976,1.5789473684210527,1.4553,2.2553,star10__a0.10__seed004,1,157.4812119101344,0.24234163021461372,0.11527257907354102,0.1,1.15272579073541,0.9816555151260139,10.991489363146357,0.04706908487792229,0.022388950687938076,-0.7368453286806619,0.98125,0.96875,0.28172180339040476,0.28,0.09628425255629891,0.033715747443701094,0.09158960158809026,0,0,48,0.1484375,0,3328,0,128,130,156,168,HOLD,208,settled,True,10.4,7.021787300000142,29.62208781231465,False,True,False,False,True,0.03198620963777124,0.1,True,0.5368421052630542,12,CONTRACT_FAILURE
star10,0,0.4,226.13361443243363,2.102335457073498,7.4144636596349836,1.7438171889341796,1.7438171889341796,1.1052631578947538,0.39962412521438984,10,0.8409341828293991,1.5789473684210527,1.4553,2.2553,star10__a0.40__seed000,1,213.89921974319353,0.9857482986674144,0.46888249701101464,0.4,1.1722062425275366,0.9815669469848738,11.018073032079839,0.1921679088716461,0.09140687240234653,-8.640729962866176,0.9625,0.9625,0.2801029835285621,0.28,0.08885609958258098,0.04114390041741903,0.09736217627933372,0,0,125,0.02734375,3,4000,0,72,105,181,209,HOLD,250,settled,True,12.5,8.738085200000569,28.610387090295678,False,True,False,False,True,0.03468435807883066,0.1,True,0.536842105263141,12,CONTRACT_FAILURE
star10,1,0.4,46.300259801862865,2.1023354570734973,7.414463659634983,1.743817188934179,1.743817188934179,1.1052631578948013,0.3996241252143947,10,0.840934182829399,1.5789473684210527,1.4553,2.2553,star10__a0.40__seed001,1,67.05487627201978,0.218506597273896,0.10393517197206129,0.4,0.2598379299301532,0.8868120284588067,27.524658363494748,0.1138668837896106,0.05416209073889478,-22.434573233779506,0.90625,0.825,0.28000581630777666,0.28,0.07764019456732736,0.05235980543267264,0.08988541685202708,0,0,442,0.08203125,75,48000,0,116,301,,,TRANSPORT,3000,watchdog,False,150.0,105.88984920000075,28.331327532006522,False,True,False,False,False,0.533992469947377,0.1,False,0.5368421052630936,12,MAP_INCOMPLETE
star10,2,0.4,242.90902260917775,2.102335457073498,7.414463659634981,1.7438171889341794,1.7438171889341794,1.105263157894768,0.39962412521438984,10,0.8409341828293991,1.5789473684210527,1.4553,2.2553,star10__a0.40__seed002,1,78.6348106982665,0.30262607657960944,0.1439475681967864,0.4,0.359868920491966,0.9286003229164904,21.78232838333325,0.14503604734774483,0.06898806128192242,2.4548867142074653,0.98125,0.94375,0.27999999999999925,0.28,0.08827805145724972,0.041721948542750284,0.0925290750512067,0,0,188,0.1953125,28,48000,0,351,1714,,,TRANSPORT,3000,watchdog,False,150.0,106.29425569999876,28.223538329927223,False,True,False,False,True,0.034587753311462105,0.1,True,0.5368421052631264,12,TRANSPORT_STALL
star10,3,0.4,25.05987775937552,2.102335457073498,7.414463659634983,1.7438171889341796,1.7438171889341796,1.105263157894774,0.3996241252143853,10,0.8409341828293991,1.5789473684210527,1.4553,2.2553,star10__a0.40__seed003,1,30.576349067927193,0.4704867645926068,0.22379243189264184,0.4,0.5594810797316045,0.9909015571016256,7.7348340681378005,0.06390360074631823,0.030396481461276215,-12.668039139288169,1.0,0.95,0.280000071862651,0.28,0.08593528828894437,0.04406471171105564,0.09765080782308913,0,0,1779,0.0,155,48000,0,114,291,,,TRANSPORT,3000,watchdog,False,150.0,106.51631019999877,28.16470073331581,False,True,False,False,True,0.037395907869954996,0.1,True,0.5368421052631211,12,TRANSPORT_STALL
star10,4,0.4,257.6166860042555,2.1023354570734973,7.414463659634982,1.743817188934179,1.743817188934179,1.105263157894841,0.39962412521437995,10,0.840934182829399,1.5789473684210527,1.4553,2.2553,star10__a0.40__seed004,1,157.4812119101344,0.9567927463093535,0.45510945605285685,0.4,1.1377736401321419,0.988612673162697,8.654889099666889,0.1456390022715612,0.06927486371480139,-1.26295418071811,0.96875,0.94375,0.2805231225505574,0.28,0.08867425846559172,0.04132574153440828,0.09638093568582261,0,0,89,0.40625,6,5136,0,128,130,208,281,HOLD,321,settled,True,16.05,10.995184400000653,29.1945990464681,False,True,False,False,True,0.03457834544479594,0.1,True,0.5368421052630542,12,CONTRACT_FAILURE
