frame,H_star,J_k,E_k,grad_residual_k,centroid2_k,in_K0,qp_all_optimal,dissipation_slack_u_command
0,1.0218737891171732,0.08632330542660854,8.408171266340466e-08,0.08526592084504567,4.091777229744441,1,1,-0.0005101353628626688
1,1.0076795821211129,0.09095191980469845,8.97378967329608e-08,0.09031131340518753,4.0580420116603815,1,1,-0.0005114866487764581
2,0.9929098770680728,0.09560356506839982,1.4052326143532505e-07,0.09520719922277515,4.013466192907174,1,1,-0.0005083209089586857
3,0.9775879590448806,0.1002588293939762,1.2942881527356986e-07,0.09995773451993126,3.9565290693908786,1,1,-0.0005050274687546825
4,0.9617373502209781,0.10489429054394678,1.0965152240131796e-07,0.10449598207661896,3.889708661258289,1,1,-0.0005015417843644669
5,0.9453865692993793,0.1095177651682589,1.1877486584412771e-07,0.10887851854972053,3.815471585554395,1,1,-0.0004980768417587635
6,0.9285622293555131,0.11410326407437185,1.2678822235967252e-07,0.11304931907554394,3.7340326687074077,1,1,-0.0004972798445182294
7,0.9112937179502214,0.11863909723090213,9.920539785518542e-08,0.11698468458719295,3.647255672060574,1,1,-0.000498638808131991
8,0.8936119373022413,0.12313618771775418,8.995744746153753e-08,0.12072469717984988,3.556209374144889,1,1,-0.0004984876410837787
9,0.87554908783876,0.1275863024048743,8.216127539431224e-08,0.12423189992039739,3.4616809717408286,1,1,-0.0004930610802545803
10,0.8571422723387964,0.13173155904031617,7.918204800503109e-08,0.12745299863757487,3.364095833322069,1,1,-0.00048641557214954
11,0.8384411876608834,0.1344341687479839,7.556529747910369e-08,0.13037075861753772,3.2642774823767553,1,1,-0.00047170742283409936
12,0.8195612199236016,0.13707179163078947,8.798990478805643e-08,0.13289148486281502,3.162158322687459,1,1,-0.0004570308674229119
13,0.8005392943752362,0.1385798994650303,8.800892627958872e-08,0.13502355119939977,3.056278569820707,1,1,-0.000441898758862299
14,0.7814684510705083,0.14001069648751313,1.0483903667078147e-07,0.13675690549163977,2.9498575034029555,1,1,-0.00042377659149427094
15,0.7623842189974491,0.14141780509354065,1.0709501715443536e-07,0.13805034895458745,2.842912220516072,1,1,-0.00040464008391191686
16,0.7433196158261938,0.14278132138778957,1.1977316118958244e-07,0.1388282432265447,2.7353709585139443,1,1,-0.0003827324427624103
17,0.7243138810222318,0.14372624023314734,1.0970622995686324e-07,0.13912740250965608,2.6276557456129233,1,1,-0.00035935891878652315
18,0.7054231747461482,0.1434968240325314,1.034925886453242e-07,0.13880759964149048,2.5193418787369257,1,1,-0.00033617757872547033
19,0.6867461861510796,0.14280112488208546,1.0166462189926947e-07,0.13798359278176492,2.411315978499784,1,1,-0.00031393962227345765
