shape,seed,grid_resolution,complete_30s,abort_reason,theorem_conditions_hold_full_horizon,full_horizon_J_bound_status,condition_failure_frames,condition_failure_agent_indices,zero_input_with_rho_failure_count,H0,H_final,J_bar,E_bar,gradient_residual_bar,centroid2_bar,B_E_rigorous,B_E_numerical_a_priori,B_E_diameter,posthoc_J_bound,B_J_prior_P0H_rigorousE,B_J_prior_numerical_a_priori,B_J_geom,posthoc_bound_below_geom,prior_beats_geom_certificate,prior_beats_geom_numerical,wall_seconds,config_sha256,code_sha
l_shape,5,20,True,,True,applicable_post_hoc,,,0,0.9554571918060513,0.1682207527090811,0.010907327546684222,3.859951016189251e-08,0.011488195989369147,0.18847328254891085,0.1702700923536529,0.11506300851628329,4.796306863277367,0.029323527099185048,0.17366464240960006,0.12686459488686602,0.22951077763729585,True,True,True,3624.561060499982,15ad45f8f12badfa7ec778ca5e0bbab2f98ce5c4a17dce1bdf64a1128069f0a1,aa3479d883f6a61368633dc1c53b00423e901ba4
l_shape,8,20,True,,True,applicable_post_hoc,,,0,1.0296566246262293,0.1557748007153119,0.011597932977816168,6.326834332368883e-08,0.010686198091641102,0.22117818254330202,0.1702700923536529,0.11546688087364376,4.796306863277367,0.031600768456011945,0.17594197112781623,0.1294842935366886,0.22951077763729585,True,True,True,3682.6528270000126,15ad45f8f12badfa7ec778ca5e0bbab2f98ce5c4a17dce1bdf64a1128069f0a1,aa3479d883f6a61368633dc1c53b00423e901ba4
l_shape,11,20,True,,True,applicable_post_hoc,,,0,1.0218737891171732,0.16270114389205936,0.01140988514390468,3.958357400799641e-08,0.013377250931926217,0.19784191162259798,0.1702700923536529,0.1133827356028139,4.796306863277367,0.03136188897619042,0.17570295763170612,0.1274785122466764,0.22951077763729585,True,True,True,3617.822302100016,15ad45f8f12badfa7ec778ca5e0bbab2f98ce5c4a17dce1bdf64a1128069f0a1,aa3479d883f6a61368633dc1c53b00423e901ba4
l_shape,17,20,True,,True,applicable_post_hoc,,,0,0.9801540226843861,0.1645964547772938,0.010922889354921972,2.863908220185782e-08,0.013683779771999624,0.1906313273366138,0.1702700923536529,0.11348348756756381,4.796306863277367,0.03008147765948805,0.17442252832810523,0.12628349221323718,0.22951077763729585,True,True,True,3602.9192904999945,15ad45f8f12badfa7ec778ca5e0bbab2f98ce5c4a17dce1bdf64a1128069f0a1,aa3479d883f6a61368633dc1c53b00423e901ba4
l_shape,23,20,True,,True,applicable_post_hoc,,,0,0.9286163970697232,0.1762360777923524,0.01029348284253352,1.7784099359230066e-07,0.011030893588067057,0.16073658339943597,0.1702700923536529,0.11618248830924947,4.796306863277367,0.028499886730489143,0.1728407951377543,0.12698975096513193,0.22951077763729585,True,True,True,3484.5457279999973,15ad45f8f12badfa7ec778ca5e0bbab2f98ce5c4a17dce1bdf64a1128069f0a1,aa3479d883f6a61368633dc1c53b00423e901ba4
l_shape,29,20,True,,True,applicable_post_hoc,,,0,0.8998472184145594,0.15597890409629822,0.010462767428661443,2.8982370046485853e-08,0.012436075219451732,0.15428734258436128,0.1702700923536529,0.11730703009756616,4.796306863277367,0.027616818995926704,0.17195795943979714,0.1270602097626702,0.22951077763729585,True,True,True,3665.3301906000124,15ad45f8f12badfa7ec778ca5e0bbab2f98ce5c4a17dce1bdf64a1128069f0a1,aa3479d883f6a61368633dc1c53b00423e901ba4
l_shape,31,20,True,,True,applicable_post_hoc,,,0,0.9849668538403417,0.17906690023957883,0.010896250453584803,2.076692432035723e-07,0.013502232172718748,0.1701985919281133,0.1702700923536529,0.1150069310273455,4.796306863277367,0.0302293377996795,0.17457050083706446,0.12772291540859765,0.22951077763729585,True,True,True,3501.8895873000147,15ad45f8f12badfa7ec778ca5e0bbab2f98ce5c4a17dce1bdf64a1128069f0a1,aa3479d883f6a61368633dc1c53b00423e901ba4
l_shape,37,20,True,,True,applicable_post_hoc,,,0,0.9337002522559562,0.16778446986904183,0.010452285472219108,5.452965413545343e-08,0.011609774696695776,0.17674630523689894,0.1702700923536529,0.11264486009324254,4.796306863277367,0.028655808443352165,0.17299689183631947,0.12414693598209835,0.22951077763729585,True,True,True,3550.5112565999734,15ad45f8f12badfa7ec778ca5e0bbab2f98ce5c4a17dce1bdf64a1128069f0a1,aa3479d883f6a61368633dc1c53b00423e901ba4
rectangle,2,20,True,,True,applicable_post_hoc,,,0,0.8140302496679026,0.13136095277218252,0.00891869479882382,1.1016278175179131e-07,0.008546548134926163,0.18663226069058042,0.12870481574827167,0.08301619246450107,3.7668697825490614,0.024983118952245954,0.13408847232175972,0.09535739666437476,0.18025060482900776,True,True,True,2903.1059722999926,75e918328ae534991549ac06baf365cc3a87ed7b99ddae02c789ef537dc719d0,aa3479d883f6a61368633dc1c53b00423e901ba4
rectangle,5,20,True,,True,applicable_post_hoc,,,0,0.8262137250989209,0.11949973331337016,0.00910108523252466,2.4785999124187243e-08,0.00833686304776642,0.2004278260831331,0.12870481574827167,0.08373344848901669,3.7668697825490614,0.02535696398132942,0.13446244231926313,0.09633939761914052,0.18025060482900776,True,True,True,3071.539020300028,75e918328ae534991549ac06baf365cc3a87ed7b99ddae02c789ef537dc719d0,aa3479d883f6a61368633dc1c53b00423e901ba4
