frame,time,delta_H,rhs_u_command,slack_u_command,rhs_u_saturated,slack_u_saturated,rhs_u_cvt,slack_u_cvt
0,0.0,-0.01248740462706488,-0.012012372429460289,-0.0004750321976045909,-0.01201237242946029,-0.0004750321976045892,-0.016766808663323706,0.004279404036258826
1,0.05,-0.01304292266901963,-0.012559706931466469,-0.0004832157375531613,-0.012559706931466469,-0.0004832157375531613,-0.01740355882578277,0.004360636156763142
2,0.1,-0.013588483471208668,-0.013100972582766343,-0.00048751088844232494,-0.013100972582766343,-0.00048751088844232494,-0.01802584198656438,0.004437358515355712
3,0.15000000000000002,-0.014117211168484078,-0.013623551605839897,-0.0004936595626441817,-0.013623551605839897,-0.0004936595626441817,-0.01860479791318354,0.00448758674469946
4,0.2,-0.014636165690996128,-0.01413697690303768,-0.0004991887879584479,-0.01413697690303768,-0.0004991887879584479,-0.019149214205004293,0.0045130485140081646
5,0.25,-0.015138992341184099,-0.014636775875307602,-0.0005022164658764969,-0.014636775875307602,-0.0005022164658764969,-0.01965038146778333,0.004511389126599232
6,0.30000000000000004,-0.015545118406339653,-0.015048212868260333,-0.0004969055380793196,-0.015048212868260333,-0.0004969055380793196,-0.020121214990647823,0.0045760965843081695
7,0.35000000000000003,-0.015946252285099716,-0.015447452506007577,-0.0004987997790921392,-0.015447452506007577,-0.0004987997790921392,-0.020512354213387256,0.00456610192828754
8,0.4,-0.016323547042851105,-0.01582377429914106,-0.000499772743710044,-0.01582377429914106,-0.000499772743710044,-0.020922131171514268,0.004598584128663163
9,0.45,-0.016689517766428685,-0.016190836710866414,-0.0004986810555622709,-0.016190836710866414,-0.0004986810555622709,-0.02129301076231041,0.004603492995881725
10,0.5,-0.017018925980747723,-0.016518946657977637,-0.0004999793227700861,-0.016518946657977637,-0.0004999793227700861,-0.021585997301400504,0.004567071320652781
11,0.55,-0.01734497227539078,-0.01685086853481042,-0.0004941037405803601,-0.01685086853481042,-0.0004941037405803601,-0.021893137904589036,0.004548165629198256
12,0.6000000000000001,-0.017653488754358904,-0.01716716399127165,-0.0004863247630872529,-0.01716716399127165,-0.0004863247630872529,-0.022136664686176376,0.004483175931817473
13,0.65,-0.01790468597323025,-0.017426578497412935,-0.00047810747581731455,-0.017426578497412935,-0.00047810747581731455,-0.022265479301910047,0.004360793328679797
14,0.7000000000000001,-0.018142373619624896,-0.017683076219471194,-0.0004592974001537027,-0.017683076219471194,-0.0004592974001537027,-0.02241171908179114,0.0042693454621662436
15,0.75,-0.018342185578562153,-0.01789620464227298,-0.00044598093628917326,-0.01789620464227298,-0.00044598093628917326,-0.02240677840541119,0.004064592826849036
16,0.8,-0.018462845407995476,-0.01802796632221964,-0.00043487908577583695,-0.018027966322219643,-0.0004348790857758335,-0.022326840725211655,0.003863995317216179
17,0.8500000000000001,-0.018581380066600373,-0.018154053443013587,-0.0004273266235867851,-0.018154053443013587,-0.0004273266235867851,-0.022136960823549164,0.003555580756948791
18,0.9,-0.01866254915503729,-0.018249349816504112,-0.0004131993385331767,-0.018249349816504112,-0.0004131993385331767,-0.021881400742712644,0.0032188515876753546
19,0.9500000000000001,-0.018649161200927078,-0.018260182076563308,-0.0003889791243637704,-0.018260182076563308,-0.0003889791243637704,-0.021560406406862666,0.002911245205935588
20,1.0,-0.018449291922276734,-0.018083747381723796,-0.0003655445405529381,-0.018083747381723796,-0.0003655445405529381,-0.021202430657595268,0.002753138735318534
21,1.05,-0.01820066207295623,-0.017869234687058724,-0.0003314273858975071,-0.017869234687058724,-0.0003314273858975071,-0.020784137602446105,0.002583475529489874
22,1.1,-0.017942808761389206,-0.01764164241150736,-0.00030116634988184773,-0.01764164241150736,-0.00030116634988184773,-0.020370009653686478,0.0024272008922972717
