frame,time,delta_H,rhs_u_command,slack_u_command,rhs_u_saturated,slack_u_saturated,rhs_u_cvt,slack_u_cvt
0,0.0,-0.010609831715567508,-0.010189906359494093,-0.00041992535607341536,-0.010189906359494091,-0.0004199253560734171,-0.014505049903217312,0.0038952181876498043
1,0.05,-0.01113320246160876,-0.01070182476010571,-0.00043137770150305024,-0.01070182476010571,-0.00043137770150305024,-0.015068630192683048,0.003935427731074288
2,0.1,-0.011646184610902832,-0.01120821485704705,-0.0004379697538557815,-0.01120821485704705,-0.0004379697538557815,-0.01564509804604644,0.003998913435143608
3,0.15000000000000002,-0.012145032077728657,-0.011702297682909113,-0.00044273439481954356,-0.011702297682909113,-0.00044273439481954356,-0.01617264973635635,0.004027617658627695
4,0.2,-0.012628460379218498,-0.012185751203879838,-0.0004427091753386597,-0.012185751203879838,-0.0004427091753386597,-0.01667169061789323,0.004043230238674731
5,0.25,-0.0130940042772425,-0.012658567038380794,-0.00043543723886170504,-0.012658567038380794,-0.00043543723886170504,-0.017142468941620585,0.004048464664378085
6,0.30000000000000004,-0.01354739249490211,-0.013111090473744013,-0.00043630202115809737,-0.013111090473744013,-0.00043630202115809737,-0.017556273739241977,0.004008881244339867
7,0.35000000000000003,-0.013983624766235936,-0.013541580898088027,-0.00044204386814790907,-0.013541580898088027,-0.00044204386814790907,-0.017910918367328447,0.003927293601092511
8,0.4,-0.014396526252099306,-0.013954149216119842,-0.00044237703597946494,-0.013954149216119842,-0.00044237703597946494,-0.01829432049125848,0.0038977942391591747
9,0.45,-0.01477960679574064,-0.01433718889762093,-0.00044241789811971105,-0.01433718889762093,-0.00044241789811971105,-0.01861385571019113,0.0038342489144504895
10,0.5,-0.015135168079272399,-0.01469600615187145,-0.0004391619274009481,-0.014696006151871454,-0.00043916192740094465,-0.018857959388267623,0.003722791308995225
11,0.55,-0.015458291119837209,-0.015025404290393196,-0.0004328868294440121,-0.015025404290393196,-0.0004328868294440121,-0.01903563969675938,0.003577348576922171
12,0.6000000000000001,-0.01574973718229311,-0.015325371954834124,-0.0004243652274589869,-0.015325371954834124,-0.0004243652274589869,-0.019166291312231954,0.003416554129938843
13,0.65,-0.016010724658736653,-0.015599601703066217,-0.000411122955670435,-0.015599601703066217,-0.000411122955670435,-0.019230044067823544,0.003219319409086891
14,0.7000000000000001,-0.016240787535431123,-0.015843469307674166,-0.0003973182277569563,-0.015843469307674166,-0.0003973182277569563,-0.019294020340720454,0.0030532328052893312
15,0.75,-0.016393888106949084,-0.015997354023130846,-0.00039653408381823754,-0.015997354023130853,-0.0003965340838182306,-0.01923905537963375,0.0028451672726846657
16,0.8,-0.016471457638244313,-0.016081531788573467,-0.00038992584967084687,-0.016081531788573467,-0.00038992584967084687,-0.01917991164098595,0.002708454002741636
17,0.8500000000000001,-0.016522123145704337,-0.01613618197901135,-0.00038594116669298656,-0.01613618197901135,-0.00038594116669298656,-0.019084324088175727,0.0025622009424713897
18,0.9,-0.01653875732475507,-0.016158796300019873,-0.0003799610247351981,-0.016158796300019873,-0.0003799610247351981,-0.018896226697717882,0.002357469372962811
19,0.9500000000000001,-0.016453927086869324,-0.01608699902615628,-0.0003669280607130447,-0.01608699902615628,-0.0003669280607130447,-0.01871219675289572,0.002258269666026394
