time,H,gradient2,centroid2,disturbance2,min_reference_mass,max_reference_mass,local_cvt_centroid2_partial,local_cvt_agents,gradient2_time_average,centroid2_time_average
0.0,1.005148718664032,0.0862806182880064,3.99899886046882,1.3658946716047116,0.0009305168149908717,0.17333708899657982,3.251366333414197,16,0.0862806182880064,3.99899886046882
0.25,0.9385210287521635,0.10605836363924961,3.943415774685317,1.2247042095087164,0.0009632185802770398,0.16852118943351724,3.6174181878781373,16,0.09616949096362801,3.9712073175770684
0.49999999999999994,0.856849449466405,0.118312482261931,3.658740190296676,1.173539683962674,0.000995101329069443,0.19271464763121793,3.4701472795805093,16,0.10417745695710916,3.8861426500340324
0.7500000000000001,0.7693713484243667,0.12279184384590844,3.251610568946677,1.0479114644314642,0.0010269910978936395,0.21748197615925513,3.0877647972795974,16,0.10963569232271268,3.742486893229914
1.0000000000000002,0.6824769373700381,0.1189827913164751,2.776815721193455,1.0416811521246756,0.0010630002143430252,0.2331889630139939,2.6423594741713905,16,0.11244859863733245,3.560418456189952
1.2500000000000004,0.600316852743225,0.10656293866581713,2.2751108128192605,0.6412307910407402,0.0011249247774424548,0.23871453171532164,2.1470639016024546,16,0.1125134519080952,3.353527418353233
1.5000000000000007,0.5263810186731182,0.09014774781829987,1.785962614861337,0.5588459991221457,0.0012653824546959612,0.23622079592339845,1.6912043175988964,16,0.11015376713042241,3.133028967601078
1.7500000000000009,0.4625585059243259,0.07810228116742474,1.3581455408834335,0.4823504261402101,0.0013989650487461996,0.23186852872706418,1.3263098178389767,16,0.10643537389648525,2.910032554782693
2.000000000000001,0.40877641298827894,0.07238029462661905,1.032863215838373,0.4108504330691858,0.001479827644250242,0.23042544827903236,0.974534372388481,16,0.10253611314655234,2.695716532729969
2.25,0.3621396395815405,0.07038227658712409,0.8033082737700783,0.2184683026531743,0.0017337546719337635,0.22689875552662106,0.7945613719874061,16,0.09907446564214337,2.4982020007382206
2.499999999999999,0.3213423795468373,0.06855481206334282,0.6512022168739906,0.2568843338507324,0.0023560955915565597,0.2348639798881397,0.727886107869515,16,0.09611387351045239,2.3211073251966026
2.7499999999999982,0.28572973332179363,0.06321070392009255,0.537247894116651,0.11511320286729962,0.003523047994294465,0.23959521807324113,0.5543273130427321,16,0.09336559028147651,2.164118027951032
2.9999999999999973,0.2555721673009228,0.052948234199911445,0.43086232278716696,0.10108897349659411,0.0051219253924400555,0.25133062392560207,0.45157831118875513,16,0.09042508017968696,2.024112784659439
3.2499999999999964,0.23169043014213275,0.04158839912858578,0.3405483804346814,0.004508513869407025,0.00718041896902988,0.2606628949099016,0.34840946887999114,16,0.08710532914003787,1.8980814436557072
3.4999999999999956,0.21247419967327397,0.031006271356029208,0.26395451885638455,0.0059406424116545216,0.00976206657286804,0.26483266760138136,0.277255819892271,16,0.08347618671877141,1.784093586940695
3.7499999999999947,0.19824713389735016,0.022432197072714807,0.20392453186739548,0.00965490839959984,0.012788065654104123,0.26706174628899293,0.1986399495349058,16,0.0796923898851448,1.6807499828354415
3.999999999999994,0.18963535417342858,0.017654316899492036,0.1669742767890373,0.0076422418083933324,0.015880439212091195,0.2674845303791226,0.16482981412510564,16,0.07596431907895472,1.5872936966787403
4.249999999999993,0.1821396518843943,0.013452470433958677,0.13413003153155123,0.15514619470867408,0.01946981007819961,0.26845279873815525,0.12572011688232293,16,0.07241073523117653,1.5027794882953025
4.499999999999992,0.1767873097758974,0.0107556534598562,0.11026881143460274,0.12100488410288805,0.023143485632487033,0.2691441386614415,0.10536287695089436,16,0.0690603644931616,1.4260805956946236
4.749999999999991,0.17225377605257375,0.008238195754899235,0.0903565605896774,0.14042575742310295,0.027542232240060752,0.2725432399761721,0.09047682310239646,16,0.06592544660443612,1.3563033372902824
4.99999999999999,0.1689166879472268,0.00647888450140275,0.07696824474935687,0.29369561060576843,0.03289043868218884,0.27627063583560274,0.07709182938469969,16,0.06299710128062189,1.2926712905592443
5.249999999999989,0.16685508776730673,0.005439305421997255,0.07175425215137476,0.11211516557280636,0.03474129921600535,0.27801343084779123,0.06827587039288488,16,0.0602810057416256,1.2346565266492977
5.4999999999999885,0.16502629249156775,0.004741816160618935,0.06553227019843644,0.1868518966812045,0.03440815779588259,0.27671465722795746,0.07192429409782904,16,0.05777234915297481,1.1816559236731892
5.749999999999988,0.1640689990559394,0.004244576662357971,0.06867241562163248,0.2893042130116755,0.03357986192443944,0.2745207266857742,0.06520775147098559,16,0.055455864251171064,1.1331970723356606
5.999999999999987,0.16387861256578895,0.0044111600681878416,0.07438686125242686,0.29581794142994056,0.031015777987395035,0.2725229248758221,0.07350311137428989,16,0.053325531089258645,1.088960929256551
