frame,H_star,J_k,E_k,grad_residual_k,centroid2_k,in_K0,qp_all_optimal,dissipation_slack_u_command
0,0.8495022260159077,0.051890154186784,1.7162744201538209e-07,0.044768496569802536,3.7534461364492087,1,1,-0.0004347583710363062
1,0.8403204509167571,0.055834423912534625,1.4326477819094271e-07,0.04998621850547287,3.7802277093546666,1,1,-0.0004448277706121627
2,0.8305280203730567,0.059865469051599327,1.4928469124835572e-07,0.05534255296114558,3.793756965816246,1,1,-0.00045761594771476233
3,0.820123452421791,0.06398297686806236,9.678864742532973e-08,0.060817109793772244,3.7941430348733505,1,1,-0.00046808215290259497
4,0.8091106920735105,0.06818145138809865,6.870508865524566e-08,0.06636366125382906,3.7830933578197414,1,1,-0.0004782392598273802
5,0.7974932467072595,0.07246767799658871,8.305110193208596e-08,0.07198363969780108,3.7633931534855,1,1,-0.00048419419905337997
6,0.7852774703046537,0.0768193710236268,9.376301157850543e-08,0.07759334552207915,3.7356385025755316,1,1,-0.0004876212786078995
7,0.772473516142166,0.08120675990318424,1.4091309782519836e-07,0.0831161113552511,3.6978666624934293,1,1,-0.0004883231728068285
8,0.7590982505231658,0.08560744002920583,1.2375469588976654e-07,0.0884881905599093,3.6514520191088335,1,1,-0.000488615507946601
9,0.7451711077013503,0.09000115120025268,8.281481870513658e-08,0.09366015232677814,3.5970740097115512,1,1,-0.0004924760380894885
10,0.7307121823854903,0.09441558138071518,1.1859474108220518e-07,0.09867154426483851,3.5380207469591776,1,1,-0.0004916662436683754
11,0.7157437942213409,0.09881540949194688,1.7101424536591377e-07,0.10340654050318626,3.4739976304187854,1,1,-0.0004876726699818406
12,0.7002944069773382,0.10317525329084137,1.094539955473205e-07,0.10782974679414165,3.403071081645968,1,1,-0.0004838987280896944
13,0.6843947616643273,0.10749252804131079,1.0394321879014448e-07,0.11192854731105858,3.32869965705334,1,1,-0.00048014073643500715
14,0.6680754067985271,0.11176880739093487,1.0564025990513207e-07,0.1156922444905357,3.2516182984906052,1,1,-0.0004754574072185387
15,0.6513679160669921,0.11600460379383756,1.214578561044939e-07,0.11912961468219509,3.172117847301706,1,1,-0.00046670103010763506
16,0.6343068785514453,0.12017334682635591,7.471622351004458e-08,0.12217168126017691,3.088245929858385,1,1,-0.0004527238353844963
17,0.6169332160151046,0.12422593455891788,6.967194783492634e-08,0.12470508605954587,3.001420960917024,1,1,-0.0004433893814488714
