frame,H_star,J_k,E_k,grad_residual_k,J_cumavg,E_cumavg,grad_residual_cumavg
0,0.9554571918060512,0.1003007808926984,0.00012627998320474473,0.11632872743486444,0.1003007808926984,0.00012627998320474473,0.11632872743486444
1,0.9410447911181418,0.10399640381636793,0.0001265580768156814,0.12008040512367857,0.10214859235453316,0.00012641903001021308,0.1182045662792715
2,0.9262797193803762,0.10646703032014077,0.00011093487424099681,0.12347152004809164,0.10358807167640237,0.00012125764475380764,0.11996021753554488
3,0.9112423142999944,0.10866553925198436,0.00011738646132142354,0.12660216904280386,0.10485743857029786,0.00012028984889571162,0.12162070541235963
4,0.8959639158767593,0.11132168716068425,8.300980083969843e-05,0.12941710774952278,0.10615028828837514,0.00011283383928450898,0.12317998587979226
5,0.8804364819485717,0.11366525983699036,8.563451518807185e-05,0.13189508373223524,0.10740278354647768,0.00010830061860176946,0.12463250218853276
6,0.8646978516618163,0.1164314601862175,0.0001255563924149773,0.13402201110932113,0.10869259449501194,0.00011076572914651345,0.12597386060578825
7,0.8487456463290723,0.11925795133224114,0.00013941188955605082,0.13589059570549547,0.1100132640996656,0.00011434649919770561,0.12721345249325164
8,0.8325872355893321,0.12214647484727682,0.0001064359377559801,0.13737695287263924,0.11136139862717795,0.00011346754792640278,0.12834273031318358
9,0.8162434066488753,0.12490437386732053,8.78109122595476e-05,0.13841469907753257,0.11271569615119222,0.00011090188435971727,0.1293499271896185
10,0.7997440677767718,0.12589342564483846,8.403264750010285e-05,0.13916003059785126,0.11391367155970551,0.00010845922646338866,0.1302417547721851
11,0.783208139536225,0.12601607685098937,0.00012903019102423859,0.1396654502310286,0.11492220533397916,0.00011017347351012616,0.13102706272708872
12,0.7667025404046937,0.12688816768798689,0.00011449184888462642,0.13994984534573818,0.11584266397659514,0.00011050565623124156,0.131713430620831
13,0.750196635752358,0.1281809621366804,9.322248987612803e-05,0.13984998459961426,0.1167239709880298,0.00010927114434873345,0.13229461304788695
14,0.7336800773618445,0.12926598619097487,9.560605364954106e-05,0.1392682033969463,0.11756010533489279,0.00010836013830212062,0.13275951907115757
15,0.7171937077858769,0.12949174451198694,9.18003771220794e-05,0.13845233555551062,0.11830583278346118,0.00010732515322836804,0.13311532010142962
16,0.7008008570288708,0.12944650893099555,0.00011338722256764296,0.13745903333001205,0.11896116667449264,0.00010768174554244304,0.1333708326442874
17,0.6845388314355364,0.1303632158491307,0.00013486595455980698,0.1361881634056842,0.1195946138508614,0.00010919197937674103,0.13352735101992055
18,0.6683696388839953,0.13048241271035416,0.00021773808973337056,0.1344939328260329,0.12016765589609786,0.00011490493255340576,0.13357822374655806
19,0.6523522767321208,0.13007037996229104,0.00013131979234354307,0.13231522200142143,0.12066279209940751,0.00011572567554291263,0.1335150736593012
20,0.6365540085810207,0.12498377623808181,9.7416628384153e-05,0.12926330507406616,0.12086855324886818,0.00011485381615440025,0.13331260848857576
21,0.6213159817071772,0.12023963703053697,0.00012929851413865805,0.12575757774548513,0.12083996614803495,0.00011551039333550289,0.13296919800025345
22,0.6066740990567867,0.11858448091101435,9.022461847347092e-05,0.12178732182988969,0.12074190157251231,0.00011441101181976239,0.13248302947110718
23,0.5924532027447639,0.11530240103178949,0.00011071418493629857,0.11728252864338615,0.12051525571664885,0.00011425697736628472,0.13184967526995214
24,0.5787177248610307,0.1130642354859761,6.99318100564012e-05,0.11259598995723377,0.12021721490742195,0.00011248397067388938,0.13107952785744342
25,0.565425100105815,0.10941321887350658,9.199401354128569e-05,0.10767379783193778,0.1198016765984252,0.00011169589539955849,0.13017930747184706
26,0.5525953411770573,0.10492866246673964,9.388794353630157e-05,0.1026521859560357,0.11925082422317759,0.00011103634162684526,0.12915978445274293
27,0.5403110189712805,0.10188541991042693,9.482700787365147e-05,0.09759910059874592,0.11863063121200793,0.00011045743684994548,0.12803261717224304
28,0.5284448201861084,0.09799281591808087,7.645145054185509e-05,0.09270526171679597,0.11791898240876907,0.00010928481663242513,0.12681443250136556
29,0.5170659075338302,0.09481354570742687,6.293228018469797e-05,0.08802718625389078,0.11714880118539099,0.00010773973208416755,0.1255215242931164
30,0.5060953146239162,0.09152211348246889,5.4356186985167156e-05,0.08361788317463155,0.11632213384013544,0.00010601768224226431,0.1241697939344556
