frame,H_star,J_k,E_k,grad_residual_k,J_cumavg,E_cumavg,grad_residual_cumavg
105,0.17685578600219687,0.004615529262656797,0.00022173641815006494,0.00453562868738181,0.06381667837714737,0.00011305286216719463,0.05850968145028898
106,0.17637584120361538,0.004502771776317676,0.0002369532611027414,0.004339121235344178,0.06326234280143869,0.00011421080982079787,0.05800341453239231
107,0.1759093632561124,0.004328182443897632,0.00022099423926684762,0.004152823369224816,0.06271665613146145,0.00011519954527863166,0.05750479794754816
108,0.17545342761952054,0.0040341761133093875,0.0001458592908075888,0.0039773643638585255,0.06217828475514813,0.00011548082734770465,0.05701372057522073
109,0.17502231379479394,0.0038919774858308647,0.00013887553236771605,0.0038161661749476178,0.06164840923451798,0.00011569350648425022,0.05653010644430915
110,0.174606321950034,0.0036866700631631383,0.00011303912829174505,0.003663564327013157,0.061126231404145415,0.00011566959316720063,0.056053831290099276
111,0.17421578613644195,0.0035420435444608496,9.382225169965073e-05,0.003519624627121165,0.060612086869683945,0.00011547452761838321,0.055584775873465546
112,0.17385502264690667,0.003291734111723181,7.264402273949086e-05,0.003377459272584903,0.06010482711076394,0.00011509549660175586,0.05512276422213032
113,0.17351116887758633,0.0031876779786319635,7.087291583378666e-05,0.003245237611547261,0.059605553872762784,0.00011470757922659823,0.054667698199230466
114,0.17317142060190793,0.003095598439767735,7.578128604652289e-05,0.003119131016612371,0.05911416295595413,0.00011436908972068454,0.05421944978894683
115,0.17282935190015358,0.002879866572956357,8.614340057209801e-05,0.0029993798528747343,0.058629384538859325,0.00011412576481423122,0.05377789746191172
116,0.17249661581858255,0.0027830335724084885,7.570331970709355e-05,0.0028898808668971687,0.05815206529982984,0.00011379736784750354,0.05334295714913382
117,0.17220055564884285,0.002689921526367038,7.335908493840582e-05,0.0027851848037661175,0.05768204713225812,0.00011345467053471457,0.05291450145129172
118,0.17192637436230607,0.002580278479978107,7.309918516936671e-05,0.002684904043631807,0.05721900705954988,0.00011311554880895534,0.052492403994084495
119,0.17165479095183733,0.0024473530215748203,6.252632981369928e-05,0.002590123897136569,0.05676257660923342,0.00011269397198399488,0.052076551659943265
120,0.17139667367870337,0.0021834317704254418,8.430295478124484e-05,0.002496942378579574,0.056311509296515995,0.00011245933547818702,0.0516668028229072
121,0.1711519884187136,0.0020772303700209525,9.77958019385193e-05,0.002413421030714814,0.05586696602662669,0.00011233914258032089,0.0512630865787089
122,0.17091599847949634,0.0019910093285858722,0.00010650854098167165,0.002333856264543592,0.055428950118512545,0.00011229173931529121,0.050865287958268536
123,0.17068930824856787,0.0019262013643789647,0.00010781980227731985,0.0022581033519414708,0.05499747633823727,0.00011225567530692048,0.050473294534023966
124,0.17047045848451803,0.0018252699975182844,8.751995113018108e-05,0.0021862113974523297,0.05457209868751151,0.00011205778951350656,0.05008699786893139
125,0.17025578725628643,0.0017690747078400045,8.99188256719026e-05,0.0021193221038341313,0.05415302706862523,0.0001118820834512716,0.049706302029525855
126,0.17004609490358136,0.0017087781335058338,9.689185969633597e-05,0.002054714130816745,0.05374008022661642,0.00011176405019335873,0.04933109267599271
127,0.16985851545289843,0.0016851097141980633,8.408685848216061e-05,0.0019937657250626824,0.05333340076948815,0.000111547822133115,0.04896126980918857
128,0.16967477614723636,0.0016535526716515792,8.287645606399417e-05,0.0019355726429504318,0.052932781791985545,0.00011132556348141639,0.0485967295210782
129,0.169490003318433,0.0015989349776300418,8.34107048416599e-05,0.00188053106824487,0.052537906047259726,0.00011111083379957211,0.0482373741483641
130,0.1693163142348557,0.0015454329358903524,8.355145953227124e-05,0.0018277761914908845,0.05214865052732561,0.00011090045689676829,0.0478831024082353
131,0.16915066238549148,0.0015179701841107275,0.00010136632695647813,0.0017764567007415768,0.051765084767149736,0.00011082822863964487,0.04753380963772398
132,0.1689893199902146,0.0014440897688212328,0.00010094697001231443,0.0017278878869602997,0.05138673142129764,0.00011075393346199577,0.04718940421102651
133,0.16883020014011985,0.0013856731780160052,0.0001129618291001685,0.0016816048847182225,0.05101358919560151,0.00011077041029511647,0.04684979376829287
134,0.16867350704094441,0.001384415904218319,0.00010377190616043853,0.0016375924434806608,0.05064596568973942,0.00011071856952374848,0.04651488857329426
135,0.1685144265235905,0.0013915540487456635,0.00010795452621196363,0.0015960179106179985,0.05028380089826152,0.00011069824567586771,0.046184602759598105
136,0.16835550599976656,0.0013572388308488,0.00010656003347568979,0.00155520154899513,0.04992667270798844,0.00011066803974739925,0.04585884070696597
137,0.1682081433412579,0.0013278050220532182,0.00010889779104464263,0.001516633733998339,0.04957450700011934,0.00011065521185824886,0.045537520366582145
138,0.16807049848436684,0.0012824853825722461,0.00011084174147275736,0.0014800822898824526,0.04922708238416576,0.00011065655379792158,0.045220560380418835
139,0.16794268654234612,0.0012504643920472572,0.00011426993587506664,0.001445388373889949,0.04888439225565063,0.00011068236366990118,0.0449078805803722
140,0.16781364194860826,0.0011345390533359966,0.00012104113789330332,0.0014126558511473716,0.048545740814499465,0.0001107558301537551,0.044599403809242946
141,0.16768944088368043,0.0010931292180486759,0.00012159910923814084,0.0013840047481867772,0.048211567493397695,0.00011083219127406766,0.044295070013038326
142,0.16756513067497592,0.0010567314022096558,0.00012346172472501847,0.0013570092105858842,0.04788181339485792,0.00011092050968980858,0.043994803853580615
143,0.16745324353180102,0.0010240048035397831,0.0001306753774355838,0.001330794773487829,0.0475564119463071,0.00011105769627137646,0.04369852601274664
144,0.16734363347827497,0.0009899921064610267,0.00013230624896923588,0.0013059594512672538,0.047235264223273676,0.00011120423801412031,0.043406163484736436
145,0.1672354106053513,0.0009571938035807229,0.0001340833656017508,0.0012825129815622672,0.04691829113820729,0.00011136094436746024,0.0431176453306051
146,0.1671353664116597,0.000934141047269031,0.0001411999991771455,0.0012605058155374428,0.04660547379064989,0.00011156393113487307,0.04283290288492437
147,0.1670369801065159,0.0008726631155391094,0.00011538884999252828,0.001239594284818944,0.04629646831311535,0.00011158977518120858,0.04255186701600474
148,0.16694060376985487,0.0008432008084709644,0.00011661318352137062,0.0012193936808920747,0.045991412826507,0.00011162348933114254,0.042274467866104656
149,0.166846085776033,0.0008154704659698332,0.00011946440093991225,0.0012002600338326553,0.04569023987743675,0.00011167576207520102,0.042000639813889504
150,0.16675328429892144,0.0007884033534118593,0.00012133933356268494,0.0011821680034178115,0.045392876721648504,0.00011173975923736979,0.04173031880852214
151,0.16667095546478894,0.0007626667091669427,0.00012380488245388919,0.001165027537429961,0.045099256918934814,0.00011181913504800478,0.04146344189226495
152,0.1665883641589876,0.0007377723852571626,0.00012624676724301779,0.0011489280940310855,0.04480931257557744,0.0001119134332976454,0.041199948338028126
153,0.16650557769884955,0.0006839542320127194,0.00011543201479097788,0.0011338136587424356,0.044522784274645205,0.0001119362812294203,0.04093977863231848
154,0.1664256138724456,0.0006745997074395131,0.0001177908259822286,0.0011196906257021026,0.044239892761308394,0.00011197405248589005,0.04068287483872741
155,0.166346719529622,0.0006591289449031597,0.00011821653172541848,0.001106171674205069,0.04396052889069041,0.00011201406837845112,0.04042917802357021
156,0.1662750439104541,0.0006434769843749371,0.00011879166434169434,0.0010933993088885214,0.043684624101478206,0.00011205723777949087,0.0401786316623302
157,0.16620649245142882,0.0006245447208095896,0.00012024592473400523,0.0010814566144586115,0.04341209195349929,0.00011210906491211439,0.03993118118734367
158,0.16613887888037793,0.0006344066892631946,0.00012142810806534642,0.0010703113693945443,0.04314304990781228,0.00011216767524641144,0.03968677320106726
159,0.16606960408585936,0.0005806841906217501,0.00014699563745282024,0.0010592250910542718,0.04287703512207984,0.00011238535001020149,0.039445351025379674
160,0.16600474114170494,0.0006411984458873943,0.00014805860720812526,0.0010507999404851774,0.04261470073278672,0.00011260692303627555,0.03920687555280269
161,0.16594062744980675,0.0006173466966959729,0.00010945011949979777,0.0010409381348976967,0.04235545780663801,0.00011258743659469235,0.03897128334651932
162,0.16587536982353468,0.0006383635855473365,0.00013056636536226443,0.0010319315322367397,0.042099524713257085,0.00011269773677118052,0.0387385265869225
163,0.16581387787980773,0.000628177526715941,0.00011924633782423399,0.0010235172521961219,0.04184665064504647,0.00011273766726540645,0.03850855701780831
164,0.16575130513449965,0.000616449707888528,0.00011593396214963536,0.0010155950063115312,0.04159677063936672,0.00011275703874955331,0.03828132694501136
165,0.16568985633579159,0.0005741529733750673,9.607163897134768e-05,0.0010086187397145027,0.04134964643655954,0.00011265652429305809,0.03805679255823246
166,0.1656296062385363,0.0005713546113832091,0.0001231482189086711,0.0010012744084140163,0.04110546504838483,0.00011271934881171446,0.03783490322799402
167,0.16557000906372732,0.0006198668434463594,0.00010816319701346854,0.0009952697916200046,0.040864479344784,0.00011269222886053443,0.03761561969563466
168,0.1655079357096807,0.0006022540212383884,7.784929271200281e-05,0.000989800386493562,0.04062624132511805,0.00011248605764072063,0.03739889887132021
169,0.16544606121965688,0.0005870294509678657,9.741181161708617e-05,0.0009827454157816805,0.040390716549387765,0.00011239738560528748,0.03718468620393469
170,0.16538611317466745,0.0005665051933907612,8.521825824320995e-05,0.0009779224390040727,0.040157826424498895,0.00011223844334001217,0.03697295074332106
171,0.16533058452184424,0.0005583062482268005,7.837385817461185e-05,0.0009724334063459233,0.03992759665603219,0.00011204155621695751,0.03676364540996656
172,0.16527783243106686,0.0005275863793822462,0.0001046269284084382,0.0009674964993957215,0.039699850931889706,0.00011199869709667705,0.036556731254414124
173,0.16522969352004369,0.0005025022860960057,6.276810849014396e-05,0.0009637204980400289,0.039474578813235725,0.00011171576267939812,0.03635217372133152
174,0.16518270479620623,0.0004989614812133073,7.03253859130007e-05,0.0009596054241336127,0.03925186099990988,0.00011147924624073298,0.03614993047391896
175,0.1651345963719919,0.0005023225701381573,5.781199349467449e-05,0.0009557023032654313,0.039031693167922536,0.00011117431866831219,0.035949963268403884
176,0.1650858579322525,0.00046210591966013443,5.754542913298744e-05,0.0009522616687962053,0.038813785895333484,0.00011087133059184143,0.03575223614072248
177,0.16503841421740928,0.00046351722468877127,7.873392757958461e-05,0.0009490583791667204,0.038598334947745595,0.0001106907833839074,0.035556712670151945
178,0.16499065030149884,0.000433491406904901,5.6500459215634775e-05,0.0009471356158777058,0.03838512353131632,0.00011038804414274388,0.03536336307766996
179,0.16494430791098758,0.0004200556314399516,5.643804247605893e-05,0.0009444625408491146,0.038174206487428114,0.00011008832191126229,0.03517214696357651
180,0.1648996742468849,0.00039896199687740016,6.102528215160321e-05,0.0009420666034345036,0.03796550347919302,0.00010981725539325313,0.03498303049749838
181,0.16485518933804366,0.0003718377139651565,5.340881681847321e-05,0.0009397647504053486,0.03775894487608738,0.00010950731891756752,0.034795979586800065
182,0.16481170548236346,0.00034234452829584236,7.371199800386752e-05,0.0009376846932887831,0.03755448257910491,0.00010931171607104457,0.03461096158191749
183,0.16477269776919723,0.0003330915721044853,5.228068534088828e-05,0.0009366734799947972,0.037352192410588604,0.00010900176481707634,0.034427949146580955
184,0.16473380880958288,0.00034130725274791456,4.854855154112337e-05,0.0009349199711253096,0.037152133571897575,0.00010867499069126037,0.03424690574563254
185,0.16469407409920667,0.0003287407000332461,4.761273054866948e-05,0.0009334052293781538,0.036954158341403684,0.00010834669897006365,0.0340678009041473
186,0.16465669672490146,0.0003206079918705477,5.974292858311911e-05,0.0009321443917143901,0.03675825700263612,0.00010808678575943828,0.03389060488001665
187,0.1646217354913566,0.0003070833132810774,4.64669465650844e-05,0.0009310045370762606,0.03656436778088424,0.00010775902065734065,0.033715287856915896
188,0.1645861798428201,0.00029966531653087894,5.9272293902187795e-05,0.0009301310005230944,0.03637249104826861,0.0001075024771295356,0.033541821418522286
189,0.16455313242073322,0.00025345221842780843,5.497991266724117e-05,0.0009293698733725095,0.03618239084390103,0.00010722604257973406,0.0333701769367057
190,0.16452548350764107,0.0002509627247235479,7.542212113800711e-05,0.0009290915706373735,0.0359942681835912,0.00010705952990202868,0.03320032832222367
191,0.1644994317905959,0.00024790524597722576,6.783053877323277e-05,0.0009297627034317022,0.035808089209957795,0.00010685521223989953,0.033032252459625794
192,0.16447475037349424,0.0002389723184545506,6.213728689570113e-05,0.0009296184950695509,0.03562379326751477,0.00010662351314485187,0.03286591756861773
193,0.16444889698490295,0.00023129467690146,6.236637011897137e-05,0.0009296436470850469,0.03544135770776934,0.00010639538354162569,0.03270129759995004
194,0.16442298791398735,0.00022027760940688027,7.913409509965914e-05,0.0009298061346983417,0.035260736784188,0.00010625558206243611,0.03253836687448721
195,0.164399289240162,0.00020581681257334438,6.683118785051461e-05,0.0009308193238927519,0.03508188515167976,0.00010605443719400795,0.0323771038767801
196,0.16437671397296882,0.00021082331010255768,5.982328556794902e-05,0.0009320116870650349,0.034904874685478864,0.00010581976129742897,0.032217484119471895
197,0.1643535312874127,0.00019424255053390477,6.787788622361727e-05,0.0009324467775032887,0.0347295684625751,0.00010562813566574304,0.03205947888037105
198,0.16433157989265057,0.00018850725879233216,6.842709029530802e-05,0.000933819174350117,0.03455599529069679,0.00010544119573925846,0.031903068530089534
199,0.16431213800838984,0.00020485602581880494,6.765302308970418e-05,0.0009352178118403222,0.0343842395943724,0.00010525225487601068,0.03174822927649829
200,0.16429209405609568,0.0001837480270998003,8.277137150825717e-05,0.000935836151351755,0.03421408789503274,0.00010514040968512633,0.03159493378831348
201,0.164273889650139,0.00017634232515664454,7.11066316192447e-05,0.0009370491667423681,0.03404558420409276,0.00010497192563529524,0.0314431620822661
202,0.16425543555544597,0.00018215666282892713,6.44452157195779e-05,0.0009383670164464426,0.03387876929009639,0.00010477228667019318,0.03129289215583349
