frame,time,delta_H,rhs_u_command,slack_u_command,rhs_u_saturated,slack_u_saturated,rhs_u_cvt,slack_u_cvt
0,0.0,-0.010997836431254848,-0.01049805216812511,-0.0004997842631297381,-0.01049805216812511,-0.0004997842631297381,-0.015653576472537387,0.004655740041282538
1,0.05,-0.011676565010231621,-0.011170834963332089,-0.0005057300468995322,-0.011170834963332089,-0.0005057300468995322,-0.016518934917517204,0.004842369907285583
2,0.1,-0.012353959552263594,-0.011836291418186071,-0.0005176681340775223,-0.011836291418186071,-0.0005176681340775223,-0.01738427661655799,0.005030317064294396
3,0.15000000000000002,-0.013022744401189223,-0.01249887910702052,-0.0005238652941687034,-0.01249887910702052,-0.0005238652941687034,-0.018240542808350815,0.005217798407161592
4,0.2,-0.013678569882565883,-0.013152428928522242,-0.0005261409540436406,-0.013152428928522246,-0.0005261409540436371,-0.019023336482837633,0.00534476660027175
5,0.25,-0.014311882417763266,-0.013785425641919341,-0.0005264567758439254,-0.013785425641919341,-0.0005264567758439254,-0.01972977079805869,0.005417888380295423
6,0.30000000000000004,-0.014923022547601583,-0.01439366967361469,-0.0005293528739868936,-0.014393669673614691,-0.0005293528739868918,-0.020407555780994315,0.005484533233392732
7,0.35000000000000003,-0.015506676970294841,-0.01497838501532865,-0.0005282919549661914,-0.01497838501532865,-0.0005282919549661914,-0.02099375690592219,0.005487079935627349
8,0.4,-0.01605349074168594,-0.015532490583015186,-0.0005210001586707525,-0.015532490583015186,-0.0005210001586707525,-0.021550412921190983,0.005496922179505044
9,0.45,-0.01655996672666471,-0.016042309374825352,-0.0005176573518393575,-0.016042309374825352,-0.0005176573518393575,-0.022013431876751387,0.005453465150086677
10,0.5,-0.017027421826071754,-0.016516038864024814,-0.0005113829620469398,-0.016516038864024814,-0.0005113829620469398,-0.022381856902523017,0.005354435076451263
11,0.55,-0.017455564905481058,-0.016951791156632038,-0.00050377374884902,-0.016951791156632038,-0.00050377374884902,-0.022711843784417728,0.00525627887893667
12,0.6000000000000001,-0.01783492559760813,-0.017348509828840845,-0.0004864157687672864,-0.017348509828840845,-0.0004864157687672864,-0.022915162846552116,0.005080237248943985
13,0.65,-0.018166177160688135,-0.01769182744178369,-0.0004743497189044453,-0.01769182744178369,-0.0004743497189044453,-0.023052314099510654,0.004886136938822519
14,0.7000000000000001,-0.018450725336503382,-0.017993215244630045,-0.0004575100918733366,-0.017993215244630045,-0.0004575100918733366,-0.023080661386138696,0.004629936049635314
15,0.75,-0.018681127592220625,-0.018242279042900534,-0.0004388485493200915,-0.018242279042900537,-0.00043884854932008804,-0.02301801824128826,0.004336890649067636
16,0.8,-0.018799004336716663,-0.01837974404645633,-0.0004192602902603343,-0.01837974404645633,-0.0004192602902603343,-0.022856320537697504,0.004057316200980841
17,0.8500000000000001,-0.018853635458488283,-0.018456272492733388,-0.0003973629657548945,-0.018456272492733388,-0.0003973629657548945,-0.022674822061647778,0.0038211866031594953
18,0.9,-0.018845412030873532,-0.018466759199584286,-0.00037865283128924593,-0.018466759199584286,-0.00037865283128924593,-0.02239734143753582,0.0035519294066622895
19,0.9500000000000001,-0.018789289148453014,-0.01842758089011432,-0.00036170825833869297,-0.01842758089011432,-0.00036170825833869297,-0.022057187364087336,0.003267898215634321
20,1.0,-0.018691480819431838,-0.018345564009603927,-0.00034591680982791126,-0.018345564009603927,-0.00034591680982791126,-0.021621749115151967,0.0029302682957201287
21,1.05,-0.018555069609320962,-0.018228004714867387,-0.0003270648944535756,-0.018228004714867387,-0.0003270648944535756,-0.02119110786349031,0.002636038254169349
22,1.1,-0.018361002173307828,-0.018049388939908314,-0.00031161323339951377,-0.018049388939908314,-0.00031161323339951377,-0.020652721716518566,0.002291719543210738
23,1.1500000000000001,-0.01806815205769896,-0.017788030897709667,-0.0002801211599892939,-0.017788030897709667,-0.0002801211599892939,-0.020059047451674018,0.001990895393975057
24,1.2000000000000002,-0.017701353679768217,-0.01746162469101848,-0.00023972898874973642,-0.01746162469101848,-0.00023972898874973642,-0.019361658520541954,0.0016603048407737367
25,1.25,-0.017203842552745652,-0.016998384703285845,-0.00020545784945980722,-0.016998384703285848,-0.00020545784945980375,-0.018544096991230954,0.0013402544384853027
26,1.3,-0.01661926897179533,-0.01643559443221874,-0.00018367453957659,-0.016435594432218745,-0.00018367453957658653,-0.01766387701413744,0.001044608042342108
27,1.35,-0.01594441803207558,-0.015782783702227715,-0.00016163432984786508,-0.015782783702227715,-0.00016163432984786508,-0.016841784615805433,0.0008973665837298528
28,1.4000000000000001,-0.015188706345257597,-0.015064895806570418,-0.00012381053868717844,-0.015064895806570418,-0.00012381053868717844,-0.015999637825515816,0.0008109314802582195
29,1.4500000000000002,-0.01441862184682885,-0.014284305039124826,-0.0001343168077040241,-0.014284305039124826,-0.0001343168077040241,-0.015114997865066444,0.000696376018237594
30,1.5,-0.01365214022657546,-0.013528058635842204,-0.00012408159073325556,-0.013528058635842204,-0.00012408159073325556,-0.014269930828038816,0.0006177906014633566
31,1.55,-0.012898625014640563,-0.01283095881010771,-6.766620453285341e-05,-0.01283095881010771,-6.766620453285341e-05,-0.01349537293935502,0.000596747924714456
32,1.6,-0.01209064762041323,-0.012026755091982439,-6.38925284307916e-05,-0.012026755091982439,-6.38925284307916e-05,-0.01255296818468229,0.000462320564269059
33,1.6500000000000001,-0.011385700543059651,-0.011318738911865637,-6.696163119401452e-05,-0.011318738911865637,-6.696163119401452e-05,-0.011786053344538288,0.0004003528014786366
34,1.7000000000000002,-0.010714639958986139,-0.010620624583942563,-9.401537504357543e-05,-0.010620624583942563,-9.401537504357543e-05,-0.011033811990114509,0.0003191720311283702
35,1.75,-0.010043941468638073,-0.01000191662216235,-4.202484647572273e-05,-0.01000191662216235,-4.202484647572273e-05,-0.01029194688849208,0.0002480054198540065
36,1.8,-0.009399628671971971,-0.00935885234034679,-4.077633162518149e-05,-0.00935885234034679,-4.077633162518149e-05,-0.009588165117617575,0.00018853644564560332
37,1.85,-0.008821843371562776,-0.00875630626742919,-6.553710413358636e-05,-0.00875630626742919,-6.553710413358636e-05,-0.008907171284764981,8.532791320220445e-05
38,1.9000000000000001,-0.008181821976173786,-0.008138240044873957,-4.358193129982979e-05,-0.008138240044873957,-4.358193129982979e-05,-0.008235451310077838,5.362933390405146e-05
39,1.9500000000000002,-0.007595944005222566,-0.007569904007679521,-2.6039997543044965e-05,-0.007569904007679521,-2.6039997543044965e-05,-0.007601866814153502,5.9228089309363435e-06
40,2.0,-0.007092519008549902,-0.007064346969701609,-2.8172038848293425e-05,-0.007064346969701609,-2.8172038848293425e-05,-0.007064346969701609,-2.8172038848293425e-05
41,2.0500000000000003,-0.006628455252345344,-0.0065819168497628314,-4.653840258251295e-05,-0.006582132953328858,-4.63222990164866e-05,-0.006582132953328858,-4.63222990164866e-05
42,2.1,-0.006116732602764019,-0.006072932054963941,-4.380054780007796e-05,-0.006085144565635048,-3.158803712897083e-05,-0.006085144565635048,-3.158803712897083e-05
43,2.15,-0.005578579388550442,-0.0055679762221088735,-1.0603166441568515e-05,-0.005585059043343546,6.479654793103626e-06,-0.005585059043343546,6.479654793103626e-06
44,2.2,-0.005201694908075094,-0.005186642090285803,-1.505281778929092e-05,-0.005207554695564581,5.859787489487234e-06,-0.005207554695564581,5.859787489487234e-06
45,2.25,-0.00483965040415657,-0.004814499955949051,-2.5150448207519535e-05,-0.004835659081300111,-3.991322856459513e-06,-0.004835659081300111,-3.991322856459513e-06
46,2.3000000000000003,-0.004450427321388339,-0.004425959206495162,-2.446811489317715e-05,-0.004446041598489052,-4.385722899287285e-06,-0.004446041598489052,-4.385722899287285e-06
47,2.35,-0.004098358997017049,-0.004092933469587338,-5.425527429710891e-06,-0.004111009292702155,1.2650295685106075e-05,-0.004111009292702155,1.2650295685106075e-05
48,2.4000000000000004,-0.0038019356447452912,-0.0037834192600700546,-1.8516384675236648e-05,-0.003799974807896041,-1.960836849250122e-06,-0.003799974807896041,-1.960836849250122e-06
