cargo_id,error_type,value
cargo_0,normal_error_deg,10.8839189109
cargo_0,normal_error_deg,0.761197586717
cargo_0,normal_error_deg,0.366081089109
cargo_0,normal_error_deg,0.969791941973
cargo_0,normal_error_deg,1.85228205943
cargo_0,normal_error_deg,17.5490968646
cargo_0,normal_error_deg,16.4733139436
cargo_0,normal_error_deg,12.5005410929
cargo_0,normal_error_deg,13.4613022119
cargo_0,normal_error_deg,14.1407624966
cargo_0,normal_error_deg,2.21130221192
cargo_0,normal_error_deg,2.89076249661
cargo_0,normal_error_deg,14.6636977881
cargo_0,normal_error_deg,13.9842375034
cargo_0,normal_error_deg,13.227142359
cargo_0,normal_error_deg,12.0471542803
cargo_0,normal_error_deg,15.2400245984
cargo_0,normal_error_deg,18.8556658092
cargo_0,normal_error_deg,11.5512805502
cargo_0,normal_error_deg,12.9583954159
cargo_0,normal_error_deg,13.6311710056
cargo_0,normal_error_deg,8.24369507383
cargo_0,normal_error_deg,8.37572073995
cargo_0,normal_error_deg,2.61869507383
cargo_0,normal_error_deg,2.75072073994
cargo_0,normal_error_deg,8.63130492617
cargo_0,normal_error_deg,8.49927926005
cargo_0,normal_error_deg,13.6087056526
cargo_0,normal_error_deg,12.221842751
cargo_0,normal_error_deg,14.2601688057
cargo_0,normal_error_deg,13.271008973
cargo_0,normal_error_deg,10.4888024133
cargo_0,normal_error_deg,10.8839189109
cargo_0,normal_error_deg,10.280208058
cargo_0,normal_error_deg,9.39771794057
cargo_0,normal_error_deg,8.4375
cargo_0,normal_error_deg,1.85228205943
cargo_0,normal_error_deg,0
cargo_0,normal_error_deg,7.47728205943
cargo_0,normal_error_deg,8.4375
cargo_0,normal_error_deg,9.39771794057
cargo_0,normal_error_deg,10.280208058
cargo_0,normal_error_deg,10.8839189109
cargo_0,normal_error_deg,10.4888024133
cargo_0,normal_error_deg,13.271008973
cargo_0,normal_error_deg,15.5903230933
cargo_0,normal_error_deg,12.1384900637
cargo_0,normal_error_deg,13.1708731441
cargo_0,normal_error_deg,13.7290759868
cargo_0,normal_error_deg,14.1819717414
cargo_0,normal_error_deg,2.4790759868
cargo_0,normal_error_deg,2.9319717414
cargo_0,normal_error_deg,8.7709240132
cargo_0,normal_error_deg,13.9430282586
cargo_0,normal_error_deg,13.1494109739
cargo_0,normal_error_deg,11.6762779615
cargo_0,normal_error_deg,19.1961375362
cargo_0,normal_error_deg,14.7609019387
cargo_0,normal_error_deg,11.3308920523
cargo_0,normal_error_deg,12.0410462297
cargo_0,normal_error_deg,12.1336153741
cargo_0,normal_error_deg,11.9293328116
cargo_0,normal_error_deg,0.883615374146
cargo_0,normal_error_deg,0.679332811575
cargo_0,normal_error_deg,10.3663846259
cargo_0,normal_error_deg,10.5706671884
cargo_0,normal_error_deg,10.7479834766
cargo_0,normal_error_deg,10.5810714602
cargo_0,normal_error_deg,15.3096667911
cargo_0,normal_error_deg,17.6178728437
cargo_0,normal_error_deg,5.7416690424
cargo_0,normal_error_deg,1.44941140519
cargo_0,normal_error_deg,0.116669042393
cargo_0,normal_error_deg,1.00726564856
cargo_0,normal_error_deg,11.1333309576
cargo_0,normal_error_deg,12.2572656486
cargo_0,normal_error_deg,12.2888062394
cargo_0,normal_error_deg,10.7809793844
cargo_0,normal_error_deg,10.7809793844
cargo_0,normal_error_deg,12.2888062394
cargo_0,normal_error_deg,12.2572656486
cargo_0,normal_error_deg,1.03880623939
cargo_0,normal_error_deg,1.00726564856
cargo_0,normal_error_deg,0.116669042393
cargo_0,normal_error_deg,1.44941140519
cargo_0,normal_error_deg,20.4098258525
cargo_0,normal_error_deg,15.5950288113
cargo_0,normal_error_deg,11.8729934758
cargo_0,normal_error_deg,12.7000424078
cargo_0,normal_error_deg,13.0516817307
cargo_0,normal_error_deg,13.2278661445
cargo_0,normal_error_deg,1.80168173069
cargo_0,normal_error_deg,1.97786614446
cargo_0,normal_error_deg,9.44831826931
cargo_0,normal_error_deg,9.27213385554
cargo_0,normal_error_deg,8.976395591
cargo_0,normal_error_deg,13.4042682513
cargo_0,normal_error_deg,16.1357592031
cargo_0,normal_error_deg,20.4690114044
cargo_0,normal_error_deg,13.6698588627
cargo_0,normal_error_deg,9.94099415452
cargo_0,normal_error_deg,10.3003069686
cargo_0,normal_error_deg,10.1244894091
cargo_0,normal_error_deg,9.72729232746
cargo_0,normal_error_deg,1.12551059092
cargo_0,normal_error_deg,1.52270767254
cargo_0,normal_error_deg,12.3755105909
cargo_0,normal_error_deg,12.7727076725
cargo_0,normal_error_deg,13.0635611704
cargo_0,normal_error_deg,12.9085999075
cargo_0,normal_error_deg,11.9659522533
cargo_0,normal_error_deg,14.8461815056
cargo_0,normal_error_deg,10.7809793844
cargo_0,normal_error_deg,12.2888062394
cargo_0,normal_error_deg,12.2572656486
cargo_0,normal_error_deg,11.1333309576
cargo_0,normal_error_deg,9.80058859481
cargo_0,normal_error_deg,0.116669042397
cargo_0,normal_error_deg,1.44941140519
cargo_0,normal_error_deg,5.7416690424
cargo_0,normal_error_deg,7.07441140519
cargo_0,normal_error_deg,0.116669042397
cargo_0,normal_error_deg,9.80058859481
cargo_0,normal_error_deg,11.1333309576
cargo_0,normal_error_deg,12.2572656486
cargo_0,normal_error_deg,12.2888062394
cargo_0,normal_error_deg,10.7809793844
cargo_0,normal_error_deg,14.2684581773
cargo_0,normal_error_deg,11.2204878307
cargo_0,normal_error_deg,12.1348533418
cargo_0,normal_error_deg,12.450193701
cargo_0,normal_error_deg,12.4718278116
cargo_0,normal_error_deg,1.20019370096
cargo_0,normal_error_deg,1.22182781161
cargo_0,normal_error_deg,10.049806299
cargo_0,normal_error_deg,10.0281721884
cargo_0,normal_error_deg,9.98896900869
cargo_0,normal_error_deg,9.63264961412
cargo_0,normal_error_deg,13.7396775827
cargo_0,normal_error_deg,15.0726232861
cargo_0,normal_error_deg,21.1698207269
cargo_0,normal_error_deg,14.4037594254
cargo_0,normal_error_deg,10.3417903571
cargo_0,normal_error_deg,10.4792403109
cargo_0,normal_error_deg,9.97229982811
cargo_0,normal_error_deg,9.34295009284
cargo_0,normal_error_deg,1.27770017189
cargo_0,normal_error_deg,1.90704990716
cargo_0,normal_error_deg,12.5277001719
cargo_0,normal_error_deg,7.53204990716
cargo_0,normal_error_deg,8.07595215008
cargo_0,normal_error_deg,8.42228735717
cargo_0,normal_error_deg,8.43041617007
cargo_0,normal_error_deg,12.7971188291
cargo_0,normal_error_deg,18.7087728604
cargo_0,normal_error_deg,5.12011204552
cargo_0,normal_error_deg,0.98157647617
cargo_0,normal_error_deg,0.504887954481
cargo_0,normal_error_deg,1.87537531894
cargo_0,normal_error_deg,6.12988795448
cargo_0,normal_error_deg,7.50037531894
cargo_0,normal_error_deg,8.18087299929
cargo_0,normal_error_deg,13.3968562773
cargo_0,normal_error_deg,19.7779798734
cargo_0,normal_error_deg,19.7779798734
cargo_0,normal_error_deg,13.3968562773
cargo_0,normal_error_deg,8.18087299929
cargo_0,normal_error_deg,7.50037531894
cargo_0,normal_error_deg,3.06912700071
cargo_0,normal_error_deg,1.87537531894
cargo_0,normal_error_deg,0.504887954481
cargo_0,normal_error_deg,0.98157647617
cargo_0,normal_error_deg,15.7154172727
cargo_0,normal_error_deg,12.1834491843
cargo_0,normal_error_deg,13.0039640703
cargo_0,normal_error_deg,13.192055723
cargo_0,normal_error_deg,13.0739714349
cargo_0,normal_error_deg,1.94205572296
cargo_0,normal_error_deg,1.8239714349
cargo_0,normal_error_deg,9.30794427704
cargo_0,normal_error_deg,9.4260285651
cargo_0,normal_error_deg,9.52859586252
cargo_0,normal_error_deg,9.31034979956
cargo_0,normal_error_deg,13.5497796733
cargo_0,normal_error_deg,15.0847151672
cargo_0,normal_error_deg,16.2368613795
cargo_0,normal_error_deg,13.1270014782
cargo_0,normal_error_deg,8.08492208328
cargo_0,normal_error_deg,7.82412830084
cargo_0,normal_error_deg,7.21476558009
cargo_0,normal_error_deg,11.977940889
cargo_0,normal_error_deg,1.58976558009
cargo_0,normal_error_deg,0.727940888971
cargo_0,normal_error_deg,9.66023441991
cargo_0,normal_error_deg,10.522059111
cargo_0,normal_error_deg,11.4440842665
cargo_0,normal_error_deg,11.9030204096
cargo_0,normal_error_deg,11.5352853809
cargo_0,normal_error_deg,15.2450349496
cargo_0,normal_error_deg,19.7779798734
cargo_0,normal_error_deg,13.3968562773
cargo_0,normal_error_deg,8.18087299929
cargo_0,normal_error_deg,7.50037531894
cargo_0,normal_error_deg,6.12988795448
cargo_0,normal_error_deg,10.2684235238
cargo_0,normal_error_deg,0.504887954481
cargo_0,normal_error_deg,0.98157647617
cargo_0,normal_error_deg,5.12011204552
cargo_0,normal_error_deg,6.60657647617
cargo_0,normal_error_deg,0.504887954482
cargo_0,normal_error_deg,10.2684235238
cargo_0,normal_error_deg,6.12988795448
cargo_0,normal_error_deg,7.50037531894
cargo_0,normal_error_deg,8.18087299929
cargo_0,normal_error_deg,13.3968562773
cargo_0,normal_error_deg,19.7779798734
