iteration,time,cargo_id,x,y,yaw_deg,J,cross_track,cargo_speed,strict_coverage,contacts,net_force_parallel,net_force_cross,net_torque,min_inter_agent_distance,min_signed_clearance,max_penetration
40,2.000000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.620000000,0.000000000
41,2.050000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.605000000,0.000000000
42,2.100000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.590000000,0.000000000
43,2.150000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.575000000,0.000000000
44,2.200000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.560000000,0.000000000
45,2.250000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.545000000,0.000000000
46,2.300000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.530000000,0.000000000
47,2.350000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.515000000,0.000000000
48,2.400000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.500000000,0.000000000
49,2.450000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.485000000,0.000000000
50,2.500000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.470000000,0.000000000
51,2.550000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.455000000,0.000000000
52,2.600000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.440000000,0.000000000
53,2.650000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.425000000,0.000000000
54,2.700000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.410000000,0.000000000
55,2.750000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.395000000,0.000000000
56,2.800000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.380000000,0.000000000
57,2.850000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.365000000,0.000000000
58,2.900000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.350000000,0.000000000
59,2.950000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.335000000,0.000000000
60,3.000000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.320000000,0.000000000
61,3.050000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.305000000,0.000000000
62,3.100000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.290000000,0.000000000
63,3.150000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.275000000,0.000000000
64,3.200000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.260000000,0.000000000
65,3.250000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.245000000,0.000000000
66,3.300000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.230000000,0.000000000
67,3.350000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.215000000,0.000000000
68,3.400000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.200000000,0.000000000
69,3.450000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.185000000,0.000000000
70,3.500000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.170000000,0.000000000
71,3.550000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.155000000,0.000000000
72,3.600000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.140000000,0.000000000
73,3.650000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.125000000,0.000000000
74,3.700000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.110000000,0.000000000
75,3.750000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.095000000,0.000000000
76,3.800000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.080000000,0.000000000
77,3.850000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.065000000,0.000000000
78,3.900000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.050000000,0.000000000
79,3.950000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.035000000,0.000000000
80,4.000000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.020000000,0.000000000
81,4.050000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,2.005000000,0.000000000
82,4.100000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.990000000,0.000000000
83,4.150000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.975000000,0.000000000
84,4.200000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.960000000,0.000000000
85,4.250000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.945000000,0.000000000
86,4.300000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.930000000,0.000000000
87,4.350000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.915000000,0.000000000
88,4.400000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.900000000,0.000000000
89,4.450000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.885000000,0.000000000
90,4.500000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.870000000,0.000000000
91,4.550000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.855000000,0.000000000
92,4.600000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.840000000,0.000000000
93,4.650000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.825000000,0.000000000
94,4.700000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.810000000,0.000000000
95,4.750000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.795000000,0.000000000
96,4.800000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.780000000,0.000000000
97,4.850000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.765000000,0.000000000
98,4.900000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.750000000,0.000000000
99,4.950000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.735000000,0.000000000
100,5.000000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.720000000,0.000000000
101,5.050000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.705000000,0.000000000
102,5.100000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.690000000,0.000000000
103,5.150000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.675000000,0.000000000
104,5.200000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.660000000,0.000000000
105,5.250000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.645000000,0.000000000
106,5.300000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.630000000,0.000000000
107,5.350000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.615000000,0.000000000
108,5.400000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.600000000,0.000000000
109,5.450000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.585000000,0.000000000
110,5.500000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.570000000,0.000000000
111,5.550000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.555000000,0.000000000
112,5.600000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.540000000,0.000000000
113,5.650000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.525000000,0.000000000
114,5.700000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.510000000,0.000000000
115,5.750000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.495000000,0.000000000
116,5.800000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.480000000,0.000000000
117,5.850000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.465000000,0.000000000
118,5.900000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.450000000,0.000000000
119,5.950000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.435000000,0.000000000
120,6.000000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.420000000,0.000000000
121,6.050000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.405000000,0.000000000
122,6.100000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.390000000,0.000000000
123,6.150000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.375000000,0.000000000
124,6.200000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.360000000,0.000000000
125,6.250000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.345000000,0.000000000
126,6.300000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.330000000,0.000000000
127,6.350000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.315000000,0.000000000
128,6.400000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.300000000,0.000000000
129,6.450000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.285000000,0.000000000
130,6.500000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.270000000,0.000000000
131,6.550000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.255000000,0.000000000
132,6.600000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.240000000,0.000000000
133,6.650000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.225000000,0.000000000
134,6.700000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.210000000,0.000000000
135,6.750000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.195000000,0.000000000
136,6.800000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.180000000,0.000000000
137,6.850000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.165000000,0.000000000
138,6.900000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.150000000,0.000000000
139,6.950000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.135000000,0.000000000
140,7.000000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.120000000,0.000000000
141,7.050000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.105000000,0.000000000
142,7.100000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.090000000,0.000000000
143,7.150000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.075000000,0.000000000
144,7.200000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.060000000,0.000000000
145,7.250000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.045000000,0.000000000
146,7.300000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.030000000,0.000000000
147,7.350000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.015000000,0.000000000
148,7.400000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,1.000000000,0.000000000
149,7.450000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,0.985000000,0.000000000
150,7.500000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,0.970000000,0.000000000
151,7.550000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,0.955000000,0.000000000
152,7.600000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,0.940000000,0.000000000
153,7.650000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,0.925000000,0.000000000
154,7.700000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,0.910000000,0.000000000
155,7.750000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,0.895000000,0.000000000
156,7.800000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,0.880000000,0.000000000
157,7.850000,cargo_0,4.000000000,4.000000000,0.000000000,nan,nan,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.888888889,0.865000000,0.000000000
