frame,time,delta_H,rhs_u_command,slack_u_command,rhs_u_saturated,slack_u_saturated,rhs_u_cvt,slack_u_cvt
0,0.0,-0.008637237012796062,-0.008234588774496707,-0.00040264823829935445,-0.008234588774496709,-0.0004026482382993527,-0.012406062935511879,0.003768825922715817
1,0.05,-0.009198397658753743,-0.00878733306453003,-0.0004110645942237128,-0.00878733306453003,-0.0004110645942237128,-0.013140091712971945,0.003941694054218202
2,0.1,-0.009758771092051699,-0.009336206222699789,-0.0004225648693519102,-0.009336206222699789,-0.0004225648693519102,-0.013872862543381652,0.004114091451329953
3,0.15000000000000002,-0.010315778192159009,-0.009882798809875271,-0.00043297938228373765,-0.009882798809875273,-0.0004329793822837359,-0.01458834606667877,0.004272567874519762
4,0.2,-0.01086851446252557,-0.010427492237698073,-0.00044102222482749615,-0.010427492237698073,-0.00044102222482749615,-0.015269378508369867,0.004400864045844298
5,0.25,-0.011417457199514258,-0.010969976969280147,-0.0004474802302341114,-0.010969976969280147,-0.0004474802302341114,-0.015935885890461413,0.004518428690947155
6,0.30000000000000004,-0.011958757859326319,-0.011506583770714679,-0.0004521740886116402,-0.011506583770714679,-0.0004521740886116402,-0.016605412515614027,0.004646654656287708
7,0.35000000000000003,-0.012487830794331911,-0.012031569068442317,-0.00045626172588959443,-0.012031569068442318,-0.0004562617258895927,-0.01716815655182031,0.0046803257574883975
8,0.4,-0.01300673750103365,-0.012547343944911298,-0.00045939355612235194,-0.0125473439449113,-0.0004593935561223502,-0.01775870876135576,0.004751971260322112
9,0.45,-0.013509988993988586,-0.013047055429258035,-0.00046293356473055096,-0.013047055429258035,-0.00046293356473055096,-0.018300995306313936,0.00479100631232535
10,0.5,-0.013998427912814915,-0.013531649393976171,-0.00046677851883874383,-0.013531649393976171,-0.00046677851883874383,-0.01879918420918505,0.0048007562963701365
11,0.55,-0.014469447967391802,-0.014000391557430745,-0.0004690564099610571,-0.014000391557430745,-0.0004690564099610571,-0.019225347190849902,0.0047558992234581
12,0.6000000000000001,-0.014925174566541521,-0.014452826490046186,-0.0004723480764953353,-0.014452826490046186,-0.0004723480764953353,-0.019634715452967376,0.0047095408864258545
13,0.65,-0.01536252396274973,-0.014889144770941767,-0.0004733791918079631,-0.014889144770941767,-0.0004733791918079631,-0.019978708565473843,0.0046161846027241125
14,0.7000000000000001,-0.015782537448182477,-0.015305361787234847,-0.0004771756609476298,-0.015305361787234847,-0.0004771756609476298,-0.02036357500656629,0.0045810375583838145
15,0.75,-0.016186353489443972,-0.015707040763324562,-0.0004793127261194102,-0.015707040763324562,-0.0004793127261194102,-0.020651505937168763,0.004465152447724791
